time,sx_x,sx_y,sx_z,mat_x,mat_y,mat_z,vicon_x,vicon_y,vicon_z
2.570000000000000284e+00,3.212768986044844399e-01,-1.593844739221606313e-02,-3.194805711593832753e-01,3.212982587044097560e-01,-1.593937144670040662e-02,-3.194697910649699213e-01,3.701975369934255022e-01,-8.271856691210943691e-03,-3.201960428856004404e-01
2.580000000000000071e+00,3.293560229099841696e-01,-1.486232194988467911e-02,-3.156452696162398430e-01,3.293805497389800108e-01,-1.486326180810379136e-02,-3.156313737797186159e-01,3.769325302917766463e-01,-8.293851877746533097e-03,-3.153040054060980979e-01
2.589999999999999858e+00,3.386686336276811815e-01,-1.373682597328660000e-02,-3.105708710766723057e-01,3.386929850818252152e-01,-1.373762616771199464e-02,-3.105559310291532427e-01,3.895941239792229949e-01,-8.649452348618219544e-03,-3.057268392924780143e-01
2.600000000000001421e+00,3.490588673946593556e-01,-1.260616612173804697e-02,-3.041233292315801973e-01,3.490791901688061749e-01,-1.260666761942520059e-02,-3.041102815395939074e-01,4.010137221343799130e-01,-8.935837349162090160e-03,-2.965254255344528245e-01
2.610000000000001208e+00,3.603464677953840400e-01,-1.151225837671137654e-02,-2.961792021571406086e-01,3.603646658522987045e-01,-1.151276654601773343e-02,-2.961662333916957324e-01,4.059201881048782878e-01,-8.955714186979948921e-03,-2.921374479040827477e-01
2.620000000000000995e+00,3.722848308645125281e-01,-1.048705407842123911e-02,-2.866796940862760268e-01,3.722956593091228950e-01,-1.048773956611502925e-02,-2.866723612688834022e-01,4.107679960062560198e-01,-9.129436637183518943e-03,-2.879523582656959291e-01
2.630000000000000782e+00,3.845581710384283203e-01,-9.547307934325868078e-03,-2.756654963678759063e-01,3.845595944475430072e-01,-9.547790771204486132e-03,-2.756672320496381112e-01,4.424074076759653140e-01,-9.658551063800591141e-03,-2.512747422408204701e-01
2.640000000000000568e+00,3.968213884669684610e-01,-8.695513289539318069e-03,-2.632705576379654189e-01,3.968169297240212168e-01,-8.695592052334050540e-03,-2.632790419126063153e-01,4.548864552034260766e-01,-9.898373293375839488e-03,-2.333556678261262118e-01
2.650000000000000355e+00,4.087502585589065651e-01,-7.924968951313051888e-03,-2.496896719334240622e-01,4.087428855570264807e-01,-7.924614482484992894e-03,-2.497024873959035884e-01,4.649051869738354270e-01,-1.022911595199339774e-02,-2.149636178503116501e-01
2.660000000000000142e+00,4.200750412684662316e-01,-7.224974564704873467e-03,-2.351443729375843616e-01,4.200684954790222525e-01,-7.224335705692108180e-03,-2.351571416963230965e-01,4.733348957676363211e-01,-1.090716110286041318e-02,-1.934411744193926530e-01
2.669999999999999929e+00,4.305927781728939308e-01,-6.584230364406875279e-03,-2.198585781468865574e-01,4.305872265596456527e-01,-6.583370931238122920e-03,-2.198710888464797675e-01,4.777377338357302605e-01,-1.174279516697099290e-02,-1.761360790754004646e-01
2.680000000000001492e+00,4.401651474679451059e-01,-5.992498586801088371e-03,-2.040443132148264116e-01,4.401609153616130587e-01,-5.991465345220465567e-03,-2.040558116217032480e-01,4.809100814668524349e-01,-1.216515508862502093e-02,-1.569132192986776031e-01
2.690000000000001279e+00,4.487094963142079229e-01,-5.441176365111257893e-03,-1.878944838079132096e-01,4.487064469858150217e-01,-5.439992490186856648e-03,-1.879048862169348244e-01,4.827804726125535240e-01,-1.252452578502506741e-02,-1.332701267220461339e-01
2.700000000000001066e+00,4.561879488642872071e-01,-4.923322773543187779e-03,-1.715799277541320278e-01,4.561856608754094045e-01,-4.921997433675179973e-03,-1.715898188197988727e-01,4.828429522415003117e-01,-1.275953333365215103e-02,-1.159387426001827204e-01
2.710000000000000853e+00,4.625970230037015352e-01,-4.433460779617472321e-03,-1.552489105846755202e-01,4.625951337911595185e-01,-4.432014781304562459e-03,-1.552589614471820700e-01,4.822559483473741748e-01,-1.367058748967311943e-02,-9.810763298758429229e-02
2.720000000000000639e+00,4.679586996833562385e-01,-3.967315566930282138e-03,-1.390279565970421183e-01,4.679581096734597989e-01,-3.965847517089623499e-03,-1.390357119350609238e-01,4.814100914914974938e-01,-1.441623904982171356e-02,-8.130718889917662451e-02
2.730000000000000426e+00,4.723131427361037527e-01,-3.521561017669077882e-03,-1.230233664509671754e-01,4.723134111409154068e-01,-3.520089246079231762e-03,-1.230293892248653098e-01,4.805726520607511709e-01,-1.505063364654590785e-02,-6.571151951087877974e-02
2.740000000000000213e+00,4.757129466785314231e-01,-3.093601434123802087e-03,-1.073230447831040185e-01,4.757137575677915509e-01,-3.092173616999923519e-03,-1.073278296714907237e-01,4.798454309901747372e-01,-1.546540684221760220e-02,-5.211354227641001868e-02
2.750000000000000000e+00,4.782186823281471266e-01,-2.681394755734277380e-03,-9.199842119605884661e-02,4.782198016521356232e-01,-2.680046126711878567e-03,-9.200251367900359745e-02,4.792044253843066315e-01,-1.561729193865743492e-02,-3.876209557197440869e-02
2.759999999999999787e+00,4.798954980062954401e-01,-2.283314474772764335e-03,-7.710634220078611822e-02,4.798964419706138740e-01,-2.282060623670292745e-03,-7.711184490530040292e-02,4.783831800796914946e-01,-1.570388691939381132e-02,-2.729553186570476964e-02
2.770000000000001350e+00,4.808105594613151235e-01,-1.898044500012466751e-03,-6.269086753667948986e-02,4.808113986089256331e-01,-1.896894865127137560e-03,-6.269791832301732648e-02,4.774350143621024500e-01,-1.601555877975660569e-02,-1.855270069955694545e-02
2.780000000000001137e+00,4.810311476451960000e-01,-1.524500632438405279e-03,-4.878493732860401944e-02,4.810320798041521351e-01,-1.523433277230265039e-03,-4.879277543650786114e-02,4.760029271692803876e-01,-1.562441549089679804e-02,-8.985787848486748164e-03
2.790000000000000924e+00,4.806232687556400984e-01,-1.161772772523864908e-03,-3.541189601347926458e-02,4.806244927808968059e-01,-1.160718667443739853e-03,-3.541913443683850776e-02,4.743310671205701601e-01,-1.525377104785916038e-02,-1.058553701280107173e-03
2.800000000000000711e+00,4.796506614638127997e-01,-8.090829927130864605e-04,-2.258687031619368776e-02,4.796520367091384185e-01,-8.080065677445126462e-04,-2.259437804255190474e-02,4.726775365430804232e-01,-1.452012960394027941e-02,6.180876928900680412e-03
2.810000000000000497e+00,4.781741111532513688e-01,-4.657554391003452653e-04,-1.031800498660813067e-02,4.781757232433864191e-01,-4.645786013581016576e-04,-1.032455131970572322e-02,4.707943035588664227e-01,-1.354212930449845420e-02,1.340956699223933013e-02
2.820000000000000284e+00,4.762510007261451239e-01,-1.311948240043503801e-04,1.392436470822667680e-03,4.762527348047704279e-01,-1.299337478280313430e-04,1.385404649104349066e-03,4.694662622261437379e-01,-1.242604328321054996e-02,1.844818111385854165e-02
2.830000000000000071e+00,4.739350429390717934e-01,1.951285602589314849e-04,1.254709705197177942e-02,4.739369381966594408e-01,1.965028312701410295e-04,1.254020099522700632e-02,4.686729944898989642e-01,-1.189926427613959004e-02,2.199545929903046204e-02
2.839999999999999858e+00,4.712761511900427358e-01,5.136896188745953499e-04,2.315266775818049586e-02,4.712781888334709457e-01,5.151206186958158127e-04,2.314524316250392288e-02,4.663614496793898612e-01,-9.826719068621037056e-03,3.398436504116097989e-02
2.850000000000001421e+00,4.683204149494180069e-01,8.249160046087441328e-04,3.321913542891822418e-02,4.683226124571657212e-01,8.263989022580382456e-04,3.321155570317151084e-02,4.652794962996992245e-01,-8.814457747110870933e-03,3.940572666238673083e-02
2.860000000000001208e+00,4.651101532455096388e-01,1.129193517690084934e-03,4.275912720027397890e-02,4.651124841083782990e-01,1.130676255798312817e-03,4.275135088815951168e-02,4.622054822349431769e-01,-5.493215839927442778e-03,5.297716727034373907e-02
2.870000000000000995e+00,4.616840252569781589e-01,1.426870245124327308e-03,5.178734227010187846e-02,4.616864767961603166e-01,1.428342819162310880e-03,5.177958645141536587e-02,4.592100649241749322e-01,-3.215966265611117092e-03,6.463055923382604595e-02
2.880000000000000782e+00,4.580771815064011432e-01,1.718259727766395951e-03,6.032006214283625739e-02,4.580798883659583653e-01,1.719721048646812717e-03,6.031207633364420867e-02,4.553766425668261952e-01,-1.117840911909237511e-03,7.690846509571325207e-02
2.890000000000000568e+00,4.543214426674470063e-01,2.003643567648369546e-03,6.837473108370831221e-02,4.543245768385083538e-01,2.005095570473095119e-03,6.836623280361896204e-02,4.516610647332273132e-01,9.650500687770346975e-05,8.786938747346140222e-02
2.900000000000000355e+00,4.504454958027060973e-01,2.283273799750929270e-03,7.596959908257687466e-02,4.504488886927048852e-01,2.284677527991225976e-03,7.596090906191847736e-02,4.476741546396458826e-01,1.439795340016772340e-03,9.798795358156991986e-02
2.910000000000000142e+00,4.464751000975631934e-01,2.557374988511291330e-03,8.312342021296643957e-02,4.464789074831794768e-01,2.558709399030412168e-03,8.311417119785838303e-02,4.429372840098263486e-01,2.219517567593379259e-03,1.079071585477243134e-01
2.919999999999999929e+00,4.424332959629952433e-01,2.826146403428343983e-03,8.985519983952509893e-02,4.424378126565069458e-01,2.827399736924326220e-03,8.984487448077370375e-02,4.368559742442876814e-01,2.438026324105585507e-03,1.166573200353079320e-01
2.930000000000001492e+00,4.383406128389286671e-01,3.089763970943378360e-03,9.618398470267922051e-02,4.383454866697171770e-01,3.090922731735237360e-03,9.617328505293770702e-02,4.313249861974013388e-01,4.567578222211807204e-03,1.265594860103519403e-01
2.940000000000001279e+00,4.342152722048659430e-01,3.348382340914568718e-03,1.021286904372751547e-01,4.342205881670673229e-01,3.349430875163092632e-03,1.021174185071024310e-01,4.256552937455756469e-01,5.257551233018256664e-03,1.329323031997431404e-01
2.950000000000001066e+00,4.300733832525566180e-01,3.602136890340495480e-03,1.077079616130036666e-01,4.300795295295390952e-01,3.603059788028164026e-03,1.076954816972632289e-01,4.212727369421026546e-01,5.421723856370130878e-03,1.367184402010162003e-01
2.960000000000000853e+00,4.259291294355397328e-01,3.851145728985050538e-03,1.129400598723784843e-01,4.259355879924460186e-01,3.851969155203627954e-03,1.129273793439067586e-01,4.165266138562779830e-01,5.432579749117497081e-03,1.400664853260608078e-01
2.970000000000000639e+00,4.217949447162421261e-01,4.095511556705058384e-03,1.178427762159180853e-01,4.218009698549280984e-01,4.096285734153501737e-03,1.178311873125483383e-01,4.127892171496356788e-01,5.690710653692046539e-03,1.420284160179931532e-01
2.980000000000000426e+00,4.176816788135996883e-01,4.335323633602393943e-03,1.224333638995562801e-01,4.176873337977156098e-01,4.336067165468628255e-03,1.224227477072983294e-01,4.108285192208188663e-01,5.399411049112540217e-03,1.424247397082227806e-01
2.990000000000000213e+00,4.135987511269680339e-01,4.570659473158435529e-03,1.267284888434583590e-01,4.136041893930604285e-01,4.571382343408482776e-03,1.267185598606457575e-01,4.107246330495493147e-01,5.155381477092046971e-03,1.414600171049986144e-01
3.000000000000000000e+00,4.094802540869801333e-01,4.786032838251010231e-03,1.307541367587251036e-01,4.094850740356927310e-01,4.786469314163177037e-03,1.307455444828305169e-01,4.119622575456335367e-01,4.444981460903649206e-03,1.390401238646795656e-01
3.009999999999999787e+00,4.060114716895877329e-01,4.913150057655355125e-03,1.344487496290096840e-01,4.060157218876691565e-01,4.913416138572672745e-03,1.344407911717590831e-01,4.146392384477538551e-01,3.330741243205689872e-03,1.352672840455965697e-01
3.020000000000001350e+00,4.046048440035892590e-01,5.011425940109233423e-03,1.369013890458564420e-01,4.046081468507986556e-01,5.011258099271506151e-03,1.368945638937525966e-01,4.173790477644021557e-01,2.621152459084841180e-03,1.316623252102328556e-01
3.030000000000001137e+00,4.049847338464962476e-01,5.100761508272875708e-03,1.377059559708578296e-01,4.049870010134696829e-01,5.100306528432786875e-03,1.377004085552675783e-01,4.204150690700180215e-01,2.543995403590584847e-03,1.276759571137518479e-01
3.040000000000000924e+00,4.069981109781440898e-01,5.177313497846479547e-03,1.367956164917009665e-01,4.069994142822739303e-01,5.176692040864378820e-03,1.367912150602305921e-01,4.247758347527093026e-01,2.943623175335627340e-03,1.217115501138980593e-01
3.050000000000000711e+00,4.104527694557356110e-01,5.239782076205297401e-03,1.341809507022292958e-01,4.104533027296967118e-01,5.239027764204410957e-03,1.341776146235238165e-01,4.316461569609082449e-01,2.450415300984082334e-03,1.114822115882889153e-01
3.060000000000000497e+00,4.151122528107509813e-01,5.285636989239879055e-03,1.299075189663490559e-01,4.151122265054286720e-01,5.284765302768673276e-03,1.299048528841793282e-01,4.368332931594869351e-01,2.071608151314546786e-03,1.041305736173201990e-01
3.070000000000000284e+00,4.207231770804751303e-01,5.304142479400959440e-03,1.240391724381295913e-01,4.207229513713031110e-01,5.303002927986370275e-03,1.240370969996938966e-01,4.416552588727913342e-01,1.849386781094669585e-03,9.683300314631848593e-02
3.080000000000000071e+00,4.270396112501558816e-01,5.266595948082218419e-03,1.166456615209292141e-01,4.270402214562363796e-01,5.264554242596778018e-03,1.166433321425626446e-01,4.489411505507914235e-01,1.937787899510323708e-03,8.525029033037423432e-02
3.089999999999999858e+00,4.338350352139328514e-01,5.119061944653769541e-03,1.077920216307448470e-01,4.338353351233493749e-01,5.116934101910657062e-03,1.077896092478331930e-01,4.552608365939917467e-01,2.226280598631585894e-03,7.333471940657071420e-02
3.100000000000001421e+00,4.408931432336225531e-01,4.789432012985352094e-03,9.753694473415155941e-02,4.408924384008529040e-01,4.788159670867748671e-03,9.753517670082378910e-02,4.608327538464341844e-01,2.981877828699866506e-03,6.230486441144883480e-02
3.110000000000001208e+00,4.479845348267459393e-01,4.215939279441940218e-03,8.594894175803668990e-02,4.479828286565648021e-01,4.216155702952460206e-03,8.594839601139149521e-02,4.653141141324628194e-01,4.238299645023743678e-03,5.237816815677714954e-02
3.120000000000000995e+00,4.548581921321687704e-01,3.381975871177013513e-03,7.313329713032568069e-02,4.548561739919980695e-01,3.383268321904027778e-03,7.313389467549302747e-02,4.692675768941112491e-01,5.286824674599885365e-03,4.224720360812356246e-02
3.130000000000000782e+00,4.612668848071594940e-01,2.326905797521465306e-03,5.924558706015953247e-02,4.612651017027245004e-01,2.328363395532241469e-03,5.924684937538058499e-02,4.734330009770415515e-01,6.073667968770943282e-03,2.857745988527743419e-02
3.140000000000000568e+00,4.670053008933254257e-01,1.124921745091075724e-03,4.447912185796768642e-02,4.670038283755928443e-01,1.126306064757326116e-03,4.448078262820427675e-02,4.759658130632609119e-01,6.796498269993053731e-03,1.704031733733479825e-02
3.150000000000000355e+00,4.719293750511344698e-01,-1.450191717341819985e-04,2.903982044489593350e-02,4.719283901214781363e-01,-1.440501088875026435e-04,2.904130926461481743e-02,4.780149693155499868e-01,7.063881320806000841e-03,5.384719835572815416e-03
3.160000000000000142e+00,4.759528383285712150e-01,-1.417585372071456830e-03,1.312610727528229840e-02,4.759521890549990308e-01,-1.417120760721132799e-03,1.312737967504346535e-02,4.804438321073561946e-01,6.908668217272609380e-03,-1.204499651039081520e-02
3.169999999999999929e+00,4.790343430459407803e-01,-2.646136965222443092e-03,-3.081204637777217037e-03,4.790339565342733308e-01,-2.646292109989431367e-03,-3.080288288355827533e-03,4.824952621017741805e-01,6.114561240101318296e-03,-3.107577198357791559e-02
3.180000000000001492e+00,4.811649813035149270e-01,-3.800943552268312015e-03,-1.942210099212561894e-02,4.811647799910731549e-01,-3.801688846634897721e-03,-1.942151507936134419e-02,4.842386944239412960e-01,5.436767389199667622e-03,-4.740512923851714078e-02
3.190000000000001279e+00,4.823589446155233107e-01,-4.865464956810678331e-03,-3.575727793470882820e-02,4.823588674449342251e-01,-4.866749090048602330e-03,-3.575699545364607185e-02,4.856855040394539857e-01,4.285701477958203665e-03,-6.324011581156441242e-02
3.200000000000001066e+00,4.826469429962910729e-01,-5.832753058550943157e-03,-5.196685065719841567e-02,4.826469524340040729e-01,-5.834434393323019441e-03,-5.196676104176504302e-02,4.864135448117925531e-01,3.006194660522973350e-03,-7.681367503030059329e-02
3.210000000000000853e+00,4.820714872838840481e-01,-6.702529146235749677e-03,-6.794873962667793976e-02,4.820713304256142306e-01,-6.705293440066671662e-03,-6.795077139299698921e-02,4.866363603125354320e-01,2.075056486479029405e-03,-9.036626257692711994e-02
3.220000000000000639e+00,4.806833690611845289e-01,-7.478957319847095477e-03,-8.361704642148569400e-02,4.806828547783212890e-01,-7.482527805173138334e-03,-8.362119986364981161e-02,4.861525255869666440e-01,1.142812889442193502e-03,-1.025682270835338861e-01
3.230000000000000426e+00,4.785389380415369653e-01,-8.168998163214771790e-03,-9.890050937915581541e-02,4.785381924243123919e-01,-8.172668733842897160e-03,-9.890529310807298635e-02,4.848802076815388329e-01,2.847490026541832364e-05,-1.176490367622071154e-01
3.240000000000000213e+00,4.756979468786418641e-01,-8.781213930589219785e-03,-1.137410543421800979e-01,4.756971602971198365e-01,-8.784792101675192172e-03,-1.137454684247735659e-01,4.830009045535901269e-01,-1.370469703355955970e-03,-1.326304140970636647e-01
3.250000000000000000e+00,4.722218270084395098e-01,-9.324916692269653862e-03,-1.280924356525584840e-01,4.722211184771853421e-01,-9.328542666758145654e-03,-1.280961439045698591e-01,4.811164665558844700e-01,-2.890686210327481076e-03,-1.439186577057882943e-01
3.260000000000001563e+00,4.681723087961757734e-01,-9.809573036799638240e-03,-1.419189600502993309e-01,4.681716073382182763e-01,-9.813370978691705881e-03,-1.419223551206324763e-01,4.783975340039380297e-01,-4.792429173244891483e-03,-1.574070539014554015e-01
3.270000000000001350e+00,4.636103257718995896e-01,-1.024439964307812499e-02,-1.551942886884444261e-01,4.636097117056551808e-01,-1.024846018021574601e-02,-1.551971855842178838e-01,4.756229973074893591e-01,-6.832326888565692924e-03,-1.695842539455018061e-01
3.280000000000001137e+00,4.585951576251698358e-01,-1.063809928577995507e-02,-1.679003149876000245e-01,4.585946048178877743e-01,-1.064242957088420462e-02,-1.679028608729052352e-01,4.728982645187501666e-01,-8.756574797508367980e-03,-1.801789766573426432e-01
3.290000000000000924e+00,4.531837753787507639e-01,-1.099869976196646282e-02,-1.800261180868614752e-01,4.531832967780644594e-01,-1.100327466596205152e-02,-1.800283335799019169e-01,4.687091871398384457e-01,-1.150710452792771954e-02,-1.939779194691490793e-01
3.300000000000000711e+00,4.474303579224988003e-01,-1.133346709930935226e-02,-1.915669923309054334e-01,4.474298210807301501e-01,-1.133810412788386485e-02,-1.915692227457028718e-01,4.637798441709650721e-01,-1.362163387192272257e-02,-2.076331114035378511e-01
3.310000000000000497e+00,4.413859532491695159e-01,-1.164887153775711302e-02,-2.025235530792510175e-01,4.413854699647460356e-01,-1.165360250470337880e-02,-2.025255635434352608e-01,4.590847327381089027e-01,-1.571697465903172664e-02,-2.187674848757336643e-01
3.320000000000000284e+00,4.350982607014799441e-01,-1.195059066914301235e-02,-2.129009192151121443e-01,4.350979062487752014e-01,-1.195551986326957340e-02,-2.129025859350618666e-01,4.530910547054324278e-01,-1.782146171550702540e-02,-2.311915612590865199e-01
3.330000000000000071e+00,4.286115136220393640e-01,-1.224353737745645376e-02,-2.227079710574785820e-01,4.286112603472455596e-01,-1.224869510240210631e-02,-2.227093777405670938e-01,4.474197570372883126e-01,-1.968853445189150397e-02,-2.417629443211508911e-01
3.339999999999999858e+00,4.219664438836604470e-01,-1.253190409296103466e-02,-2.319566823493702801e-01,4.219662502627460898e-01,-1.253724339391502907e-02,-2.319579278896092556e-01,4.424150241706169551e-01,-2.125692287182576190e-02,-2.505052034700274155e-01
3.350000000000001421e+00,4.152003121393523788e-01,-1.281921676987504873e-02,-2.406615237365344606e-01,4.152000915625386757e-01,-1.282452330069719718e-02,-2.406627805307939016e-01,4.370896087656124251e-01,-2.275718146114714957e-02,-2.593295110590473906e-01
3.360000000000001208e+00,4.083469897632060475e-01,-1.310839386917099329e-02,-2.488389343393260511e-01,4.083466044766801417e-01,-1.311330437641781803e-02,-2.488404416583573087e-01,4.268975514320451081e-01,-2.529277201848863232e-02,-2.746081234241992131e-01
3.370000000000000995e+00,4.014370802926113813e-01,-1.340180702644964798e-02,-2.565068575885465774e-01,4.014367644221678022e-01,-1.340668894833461564e-02,-2.565082373700321439e-01,4.198493815315651467e-01,-2.669920415772769617e-02,-2.842663813504984760e-01
3.380000000000000782e+00,3.944980698250389328e-01,-1.370134105574763277e-02,-2.636843371484616783e-01,3.944977020386712940e-01,-1.370567226224145806e-02,-2.636858325782818757e-01,4.135512648850541151e-01,-2.768696618308744140e-02,-2.924293827181205785e-01
3.390000000000000568e+00,3.875544978109126126e-01,-1.400845166354160870e-02,-2.703911680191164457e-01,3.875543985650620193e-01,-1.401294853819792102e-02,-2.703922895345210464e-01,3.988223290854754355e-01,-2.974467854710576009e-02,-3.097631781861552303e-01
3.400000000000000355e+00,3.806281407141580142e-01,-1.432421986927203544e-02,-2.766475983117622217e-01,3.806282615994221463e-01,-1.432830394670209923e-02,-2.766485342862264329e-01,3.911272125845708381e-01,-3.015549680332620108e-02,-3.176154587740057655e-01
3.410000000000000142e+00,3.737382026312420225e-01,-1.464940249900098350e-02,-2.824740767856100954e-01,3.737386590524902630e-01,-1.465372283349466315e-02,-2.824746139586017946e-01,3.834808522325010571e-01,-3.049414900256706973e-02,-3.247563872539225849e-01
3.419999999999999929e+00,3.669015080161100451e-01,-1.498447844596698629e-02,-2.878910414671794205e-01,3.669023835276969958e-01,-1.498863080626608793e-02,-2.878912121861589846e-01,3.753109746319224227e-01,-3.024356206728458230e-02,-3.321145263297101691e-01
3.430000000000001492e+00,3.601326926350722490e-01,-1.532969059688808582e-02,-2.929187448602637578e-01,3.601339072598810365e-01,-1.533396871096172343e-02,-2.929185986941906794e-01,3.680246079390182556e-01,-3.035749023295060411e-02,-3.387949172890906135e-01
3.440000000000001279e+00,3.534443898228512015e-01,-1.568508348410134826e-02,-2.975771114266299588e-01,3.534460049940339466e-01,-1.568943005588253892e-02,-2.975766366944684882e-01,3.635879273470015161e-01,-3.007950565421271816e-02,-3.422059715331144392e-01
3.450000000000001066e+00,3.468474098121950289e-01,-1.605053682530121345e-02,-3.018856233344255346e-01,3.468493580823104327e-01,-1.605494673970910002e-02,-3.018849037121781320e-01,3.588067460433785882e-01,-2.961149220334653720e-02,-3.458661825577789006e-01
3.460000000000000853e+00,3.403509105582535610e-01,-1.642579518586646109e-02,-3.058632307605647083e-01,3.403528671134612993e-01,-1.643056040019148442e-02,-3.058624702148438623e-01,3.548993831458900905e-01,-2.946608882014412067e-02,-3.491418257945168580e-01
3.470000000000000639e+00,3.339625589424784491e-01,-1.681049402270794885e-02,-3.095282833813587375e-01,3.339644565719542268e-01,-1.681548656914174864e-02,-3.095275494214787537e-01,3.528543650790161301e-01,-2.929351331743544617e-02,-3.506571040894269631e-01
3.480000000000000426e+00,3.276886817020595588e-01,-1.720418239377513592e-02,-3.128984799795300753e-01,3.276904836171991575e-01,-1.720936476015168248e-02,-3.128977373246717986e-01,3.513578636830632096e-01,-2.918605672362853398e-02,-3.517756931619331340e-01
3.490000000000000213e+00,3.215284178013697591e-01,-1.762287756251632379e-02,-3.159820038753361482e-01,3.215299549113705968e-01,-1.762936859915241114e-02,-3.159807151601377595e-01,3.508763541252262197e-01,-2.882487340354820959e-02,-3.519378461816884407e-01
3.500000000000000000e+00,3.154278160791509356e-01,-1.827213226768178295e-02,-3.186846364363948303e-01,3.154300852704118308e-01,-1.827932775732631077e-02,-3.186829898444124010e-01,3.510463320882569738e-01,-2.870713530626703425e-02,-3.516403538235870485e-01
3.510000000000001563e+00,3.104185386209705189e-01,-1.888117219160211774e-02,-3.210619728704842135e-01,3.104202422342356438e-01,-1.888947185489113501e-02,-3.210598790991291973e-01,3.517929601911794490e-01,-2.896705110598639388e-02,-3.507621150525287446e-01
3.520000000000001350e+00,3.074992426502149989e-01,-1.895388117335189762e-02,-3.229959343602900601e-01,3.075004097059324537e-01,-1.896282805377858330e-02,-3.229938805899466581e-01,3.532418778788500857e-01,-2.921722568276988174e-02,-3.492077147703415152e-01
3.530000000000001137e+00,3.065930238201985403e-01,-1.872508690587791624e-02,-3.241738828713542908e-01,3.065934807164106823e-01,-1.873451572151320355e-02,-3.241720038512693747e-01,3.551439595981273900e-01,-2.961193536722336872e-02,-3.473385270901455657e-01
3.540000000000000924e+00,3.077213029676267864e-01,-1.825347361161399479e-02,-3.244862353977198133e-01,3.077206830702326479e-01,-1.826315765227055909e-02,-3.244849348579424420e-01,3.578365150062928768e-01,-2.989729615476711955e-02,-3.452815886362558540e-01
3.550000000000000711e+00,3.108091733600521489e-01,-1.757743975487714369e-02,-3.238644108972352220e-01,3.108073807117340825e-01,-1.758728537920539389e-02,-3.238638686397355415e-01,3.611204637149679764e-01,-3.021142341323743152e-02,-3.430883500494394389e-01
3.560000000000000497e+00,3.157034777969400241e-01,-1.673349665635074160e-02,-3.222501202308947765e-01,3.157016811163835257e-01,-1.674347080834460294e-02,-3.222496301195389434e-01,3.655950537033152425e-01,-3.072632095481281356e-02,-3.401294309575007557e-01
3.570000000000000284e+00,3.222113552210595921e-01,-1.575839517099424450e-02,-3.195822992902342397e-01,3.222109396980094576e-01,-1.576845753396748442e-02,-3.195809463218013957e-01,3.725829693202591386e-01,-3.140805759076838177e-02,-3.354135551213600075e-01
3.580000000000000071e+00,3.301370696378165270e-01,-1.469062272948605530e-02,-3.157838123422821996e-01,3.301374777680167183e-01,-1.470067116130361305e-02,-3.157819465426450201e-01,3.778693825804370077e-01,-3.201734625782128030e-02,-3.312551216554169842e-01
3.589999999999999858e+00,3.393065346786637293e-01,-1.357173081254242804e-02,-3.107489713058486092e-01,3.393055492678214713e-01,-1.358160684669490123e-02,-3.107482853291766434e-01,3.836233367918586712e-01,-3.260411219063098776e-02,-3.263476318031547363e-01
3.600000000000001421e+00,3.495628714630806821e-01,-1.244587460994061798e-02,-3.043461111132348407e-01,3.495579923651700449e-01,-1.245537135959488319e-02,-3.043489164473083264e-01,3.916713006313996548e-01,-3.290845495269287269e-02,-3.185919668711577057e-01
3.610000000000001208e+00,3.607284905745851700e-01,-1.135534501831987619e-02,-2.964507245420042181e-01,3.607190496985270833e-01,-1.136435210759386381e-02,-2.964581360309405111e-01,3.999002558315010170e-01,-3.265400278896862796e-02,-3.092770448687576779e-01
3.620000000000000995e+00,3.725619957626178924e-01,-1.033291580874488857e-02,-2.869994828175468915e-01,3.725501566578324764e-01,-1.034155447019348764e-02,-2.870099715733275825e-01,4.076880296295248840e-01,-3.233730324425021507e-02,-2.997763595326883301e-01
3.630000000000000782e+00,3.847518219872445577e-01,-9.396263648421445194e-03,-2.760275626646659930e-01,3.847394891423306373e-01,-9.404514606234292903e-03,-2.760397169734805090e-01,4.150362429306758694e-01,-3.206817358912406046e-02,-2.906785386875760380e-01
3.640000000000000568e+00,3.969537294212582279e-01,-8.548517363687491849e-03,-2.636649655598771180e-01,3.969423450061057013e-01,-8.556392292526193710e-03,-2.636772571698776657e-01,4.267050565610363000e-01,-3.172844533919705334e-02,-2.760125440847976397e-01
3.650000000000000355e+00,4.088412146684051729e-01,-7.783212657949852877e-03,-2.501048785602281721e-01,4.088324095099767908e-01,-7.790675742664799827e-03,-2.501148454869958071e-01,4.352271544677737136e-01,-3.125550537341216517e-02,-2.642312026668403036e-01
3.660000000000001918e+00,4.201406030804885061e-01,-7.089592334501456511e-03,-2.355690500499172113e-01,4.201350995551565992e-01,-7.096700921724321924e-03,-2.355754686355507055e-01,4.457861261373199380e-01,-2.998655874615692440e-02,-2.475404344439304238e-01
3.669999999999999929e+00,4.306446823588703787e-01,-6.456151386564446502e-03,-2.202826543525817915e-01,4.306422043850557380e-01,-6.462995653901298584e-03,-2.202852249566174259e-01,4.562612194427250190e-01,-2.777121348039754412e-02,-2.274522401690231566e-01
3.680000000000001492e+00,4.402113183859175938e-01,-5.872401022766230057e-03,-2.044594285797994571e-01,4.402109934598436580e-01,-5.879057890489314264e-03,-2.044587363893496657e-01,4.636237859392969840e-01,-2.543618968943141267e-02,-2.099120516350582721e-01
