alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
1547,1.489059e-02,4.178191e-04,1.082552e-03,1.105055e-03,2.000083e+01,2.625481e+01,5.353678e+00,3.160498e-01,1.028879e+01,8.445443e+01
1547,3.641648e-03,5.323310e-05,8.323142e-05,1.083496e-04,1.487126e+01,1.900953e+01,2.946845e+00,1.944120e-01,6.555723e-01,6.008076e-01
1547,2.551678e-03,4.294129e-05,3.244298e-05,1.012364e-04,1.218370e+01,1.508128e+01,1.994996e+00,1.379354e-01,3.100653e-01,2.565556e-01
1547,2.229719e-03,4.254664e-05,1.749744e-05,9.367315e-05,1.054253e+01,1.253189e+01,1.394713e+00,1.065493e-01,1.954310e-01,1.446361e-01
1547,2.049663e-03,3.367000e-05,1.110065e-05,8.599713e-05,9.444759e+00,1.069795e+01,9.717257e-01,8.698649e-02,1.396590e-01,8.977738e-02
1547,1.823193e-03,2.752989e-05,8.000918e-06,7.868134e-05,8.648716e+00,9.292800e+00,6.555184e-01,7.366350e-02,1.064998e-01,5.734663e-02
1547,1.672826e-03,2.497010e-05,6.780391e-06,7.015927e-05,8.025670e+00,8.170201e+00,4.115531e-01,6.391294e-02,8.465288e-02,3.545669e-02
1547,1.552057e-03,2.181693e-05,6.034092e-06,6.353886e-05,7.505739e+00,7.246583e+00,2.371427e-01,5.636485e-02,6.924392e-02,2.089072e-02
1547,1.443606e-03,1.906948e-05,5.373269e-06,5.922195e-05,7.050894e+00,6.470126e+00,1.538835e-01,5.027289e-02,5.783596e-02,1.066265e-02
1547,1.352461e-03,1.674159e-05,4.799687e-06,5.591725e-05,6.640265e+00,5.806671e+00,1.457078e-01,4.454457e-02,4.907917e-02,1.090167e-02
1547,1.272402e-03,1.475666e-05,4.355254e-06,5.273097e-05,6.262171e+00,5.232595e+00,2.383641e-01,3.958545e-02,4.216722e-02,1.790005e-02
1547,1.198594e-03,1.305308e-05,3.945599e-06,4.955346e-05,5.909865e+00,4.730915e+00,3.268397e-01,3.508676e-02,3.658957e-02,2.494133e-02
1547,1.128163e-03,1.158206e-05,3.592983e-06,4.680513e-05,5.579262e+00,4.289025e+00,4.030326e-01,3.130469e-02,3.200756e-02,3.163158e-02
1547,1.060037e-03,1.030470e-05,3.300476e-06,4.440984e-05,5.267742e+00,3.897313e+00,4.622001e-01,2.793335e-02,2.818795e-02,3.806829e-02
1547,9.972196e-04,9.189616e-06,3.060765e-06,4.225454e-05,4.973500e+00,3.548275e+00,5.132645e-01,2.497406e-02,2.496488e-02,4.440960e-02
1547,9.390730e-04,8.165388e-06,2.869533e-06,4.034930e-05,4.695193e+00,3.235940e+00,5.567557e-01,2.258417e-02,2.221724e-02,5.081867e-02
1547,8.851886e-04,7.276665e-06,2.697038e-06,3.865463e-05,4.431750e+00,2.955470e+00,5.928701e-01,2.081031e-02,1.985456e-02,5.746086e-02
1547,8.353937e-04,6.507514e-06,2.548647e-06,3.713146e-05,4.182263e+00,2.702884e+00,6.267359e-01,1.921339e-02,1.780786e-02,6.451144e-02
1547,7.898061e-04,5.836323e-06,2.426226e-06,3.574651e-05,3.945931e+00,2.474869e+00,6.571013e-01,1.776692e-02,1.602366e-02,7.216639e-02
1547,7.489635e-04,5.246054e-06,2.321532e-06,3.447039e-05,3.722018e+00,2.268629e+00,6.774833e-01,1.644975e-02,1.445981e-02,8.065523e-02
