alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
155,3.963801e-02,1.860005e-03,4.433784e-03,2.200189e-04,9.053790e+00,1.073793e+01,1.087155e-01,3.698192e-01,3.445014e+00,3.432496e-01
155,1.198106e-02,3.408626e-04,6.623528e-04,2.241217e-04,7.200633e+00,8.388473e+00,1.462204e-01,2.420207e-01,6.001876e-01,4.666817e-01
155,7.143468e-03,1.850800e-04,2.371077e-04,2.152794e-04,6.015882e+00,6.834475e+00,1.793157e-01,1.735762e-01,3.093800e-01,5.369495e-01
155,5.290461e-03,1.077439e-04,1.479309e-04,1.158139e-04,5.187659e+00,5.768676e+00,1.848522e-01,1.323154e-01,1.982867e-01,3.660430e-01
155,4.299570e-03,8.053893e-05,1.153144e-04,5.869886e-05,4.560078e+00,4.982780e+00,1.323923e-01,1.051471e-01,1.423312e-01,2.418398e-01
155,3.688502e-03,6.303892e-05,9.559881e-05,1.948336e-04,4.059368e+00,4.371593e+00,5.308205e-02,8.606641e-02,1.099109e-01,1.130105e-01
155,3.263965e-03,5.164976e-05,8.113598e-05,2.823183e-04,3.646562e+00,3.878006e+00,1.015647e-01,7.159594e-02,8.839992e-02,1.779278e-01
155,2.931971e-03,4.426791e-05,7.006945e-05,1.602459e-04,3.298676e+00,3.468421e+00,1.480245e-01,6.022228e-02,7.302015e-02,2.358007e-01
155,2.671510e-03,3.922965e-05,6.124819e-05,7.142153e-05,3.000840e+00,3.121614e+00,1.294907e-01,5.149656e-02,6.152165e-02,2.209009e-01
155,2.467018e-03,3.551942e-05,5.403798e-05,5.614568e-05,2.742696e+00,2.823413e+00,1.013134e-01,4.461516e-02,5.262912e-02,2.280133e-01
155,2.303382e-03,3.258646e-05,4.805534e-05,7.207360e-05,2.516703e+00,2.563927e+00,8.973719e-02,3.906569e-02,4.556801e-02,2.121269e-01
155,2.169573e-03,3.013264e-05,4.303117e-05,7.678422e-05,2.318884e+00,2.335991e+00,8.240720e-02,3.450745e-02,3.984165e-02,1.870621e-01
155,2.057822e-03,2.799492e-05,3.877057e-05,8.272366e-05,2.152303e+00,2.134252e+00,6.499415e-02,3.070573e-02,3.511732e-02,1.608178e-01
155,1.962701e-03,2.608305e-05,3.512930e-05,7.244657e-05,2.002203e+00,1.954602e+00,4.838755e-02,2.749380e-02,3.108170e-02,1.573855e-01
155,1.880447e-03,2.434615e-05,3.192996e-05,5.847766e-05,1.866192e+00,1.793819e+00,4.390803e-02,2.475012e-02,2.767270e-02,1.444662e-01
155,1.808449e-03,2.275487e-05,2.919974e-05,5.171091e-05,1.742352e+00,1.649324e+00,4.362900e-02,2.238408e-02,2.476577e-02,1.285941e-01
155,1.744887e-03,2.129183e-05,2.686779e-05,4.459366e-05,1.629136e+00,1.519022e+00,4.585422e-02,2.032685e-02,2.226485e-02,1.117363e-01
155,1.688471e-03,1.994652e-05,2.486615e-05,3.450118e-05,1.525288e+00,1.401183e+00,4.947280e-02,1.841757e-02,2.009683e-02,1.114895e-01
155,1.638269e-03,1.871242e-05,2.311583e-05,3.653220e-05,1.429788e+00,1.294359e+00,5.144723e-02,1.671735e-02,1.820504e-02,1.064221e-01
155,1.593575e-03,1.758547e-05,2.155321e-05,2.795917e-05,1.341808e+00,1.197327e+00,4.615524e-02,1.521945e-02,1.654491e-02,9.736511e-02
