alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
1000,2.638571e-03,1.948678e-05,1.746776e-07,1.829491e-04,5.252328e-01,4.918566e-01,6.041866e+00,4.996122e-03,4.714412e-02,4.654781e+00
1000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
