alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
3000,2.259645e-03,1.959974e-05,1.389105e-06,2.936053e-04,1.318483e+00,7.870473e-01,2.663773e+00,1.254242e-02,8.517817e-02,1.032343e+01
3000,2.184742e-03,1.666928e-05,5.583932e-07,2.109376e-04,1.926256e+00,5.418223e-01,1.397681e+00,1.835817e-02,6.828935e-02,4.867296e-01
3000,2.104489e-03,1.649627e-05,4.786751e-07,2.059125e-04,2.461134e+00,4.269965e-01,1.739785e+00,2.332048e-02,5.751256e-02,4.463559e-01
3000,1.861530e-03,1.335282e-05,6.248179e-07,8.845839e-05,2.731666e+00,3.609085e-01,1.836584e+00,2.561421e-02,5.155310e-02,3.856961e-01
3000,1.849394e-03,1.607284e-05,8.661699e-07,1.759200e-04,3.114567e+00,3.241689e-01,1.081424e+00,2.881892e-02,4.879475e-02,1.972498e-01
3000,1.850905e-03,1.688182e-05,8.182319e-07,1.925940e-04,3.503547e+00,2.957622e-01,1.302559e+00,3.188058e-02,4.699558e-02,1.988860e-01
3000,1.693592e-03,1.161058e-05,6.360773e-07,3.837046e-05,3.606228e+00,2.700773e-01,1.226637e+00,3.216282e-02,4.490744e-02,1.642304e-01
3000,1.683347e-03,1.063663e-05,4.330576e-07,8.832504e-05,3.673854e+00,2.466289e-01,8.591192e-01,3.207429e-02,3.784210e-02,1.099005e-01
3000,1.677685e-03,1.041047e-05,3.673837e-07,1.144323e-04,3.740496e+00,2.247163e-01,7.439934e-01,3.194126e-02,3.971463e-02,8.867794e-02
3000,1.614929e-03,9.672951e-06,3.489874e-07,9.954135e-05,3.778871e+00,2.065670e-01,9.191779e-01,3.154260e-02,3.858021e-02,9.650283e-02
3000,1.527512e-03,8.959493e-06,3.896524e-07,5.437774e-05,3.790742e+00,1.922997e-01,1.022515e+00,3.091762e-02,3.719430e-02,9.975494e-02
3000,1.475048e-03,8.969032e-06,4.089051e-07,3.787436e-05,3.817563e+00,1.809428e-01,8.796087e-01,3.041877e-02,3.616905e-02,8.196077e-02
3000,1.387714e-03,8.489300e-06,3.438323e-07,8.538889e-05,3.879927e+00,1.708118e-01,6.965128e-01,3.019768e-02,3.515108e-02,6.307141e-02
3000,1.348468e-03,8.154564e-06,2.924013e-07,6.793222e-05,3.921670e+00,1.612222e-01,8.361725e-01,2.980445e-02,3.275539e-02,7.174608e-02
3000,1.346303e-03,7.460255e-06,2.753845e-07,2.923960e-05,3.912525e+00,1.521776e-01,8.597875e-01,2.903238e-02,3.037794e-02,7.127428e-02
3000,1.274558e-03,6.765187e-06,2.418165e-07,3.970695e-05,3.880491e+00,1.434349e-01,6.528721e-01,2.812242e-02,2.833274e-02,5.231527e-02
3000,1.318482e-03,6.512301e-06,2.186873e-07,8.028486e-05,3.845160e+00,1.352200e-01,4.288352e-01,2.722931e-02,2.646232e-02,3.865092e-02
3000,1.297010e-03,6.319416e-06,2.122980e-07,8.790176e-05,3.806194e+00,1.278727e-01,4.895143e-01,2.635163e-02,2.471946e-02,3.840142e-02
3000,1.246990e-03,6.190189e-06,2.031274e-07,5.374977e-05,3.760410e+00,1.211330e-01,6.678459e-01,2.546757e-02,2.307365e-02,4.906582e-02
3000,1.200258e-03,5.890563e-06,2.000481e-07,1.882397e-05,3.712797e+00,1.147528e-01,5.867996e-01,2.453191e-02,2.151198e-02,4.209174e-02
