alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
1000,2.639683e-03,1.960877e-05,4.574752e-08,1.856230e-04,5.283567e-01,2.462849e-01,6.126745e-01,5.025924e-03,2.361687e-02,4.703697e-01
1000,2.537267e-03,1.633608e-05,1.976013e-08,1.271944e-04,6.629941e-01,1.649598e-01,7.081665e-01,6.315761e-03,1.619472e-02,6.548221e-01
1000,2.472111e-03,1.292799e-05,1.486927e-08,3.823209e-05,7.518141e-01,1.276262e-01,5.997083e-01,7.151594e-03,1.279102e-02,4.457389e-01
1000,2.484541e-03,1.072899e-05,3.044768e-08,1.175799e-04,8.000805e-01,1.046263e-01,3.098535e-01,7.589492e-03,1.064614e-02,1.977529e-01
1000,2.514816e-03,1.003026e-05,3.928018e-08,1.700692e-04,8.402269e-01,8.870006e-02,2.391605e-01,7.941385e-03,9.106994e-03,1.572998e-01
1000,2.479749e-03,1.014999e-05,3.456949e-08,1.623405e-04,8.864075e-01,7.651382e-02,3.120294e-01,8.342011e-03,7.926081e-03,1.754354e-01
1000,2.424571e-03,1.092559e-05,2.012398e-08,6.747408e-05,9.465539e-01,6.690012e-02,3.785135e-01,8.864917e-03,6.979980e-03,2.317119e-01
1000,2.400555e-03,1.209078e-05,1.460046e-08,5.056572e-05,1.022880e+00,5.903377e-02,3.918135e-01,9.528004e-03,6.200485e-03,2.001939e-01
1000,2.398275e-03,1.307795e-05,1.134165e-08,6.022191e-05,1.109496e+00,5.242145e-02,3.045547e-01,1.027287e-02,5.547958e-03,1.487655e-01
1000,2.394862e-03,1.351948e-05,1.213773e-08,8.883249e-05,1.196707e+00,4.681931e-02,2.506675e-01,1.100717e-02,4.991728e-03,1.070109e-01
1000,2.378428e-03,1.333245e-05,1.213741e-08,9.167109e-05,1.275149e+00,4.201174e-02,2.664332e-01,1.164431e-02,4.511209e-03,1.046400e-01
1000,2.349667e-03,1.262988e-05,1.111397e-08,7.401819e-05,1.338161e+00,3.781256e-02,3.119262e-01,1.212540e-02,4.089984e-03,1.160576e-01
1000,2.317261e-03,1.163790e-05,1.134660e-08,4.742359e-05,1.382920e+00,3.415755e-02,3.470362e-01,1.242880e-02,3.716447e-03,1.187405e-01
1000,2.291574e-03,1.062560e-05,1.396970e-08,2.103115e-05,1.410689e+00,3.096020e-02,3.203353e-01,1.257073e-02,3.383435e-03,1.002388e-01
1000,2.277256e-03,9.819711e-06,1.748825e-08,4.235218e-05,1.425974e+00,2.814576e-02,2.841615e-01,1.259599e-02,3.085795e-03,8.232586e-02
1000,2.268357e-03,9.317205e-06,1.998022e-08,7.375428e-05,1.434521e+00,2.564529e-02,2.610462e-01,1.255871e-02,2.819144e-03,7.203891e-02
1000,2.253681e-03,9.082947e-06,2.027293e-08,8.167833e-05,1.441241e+00,2.339990e-02,2.629334e-01,1.250362e-02,2.579526e-03,6.885693e-02
1000,2.230077e-03,9.052563e-06,1.740565e-08,4.732937e-05,1.449629e+00,2.136659e-02,2.938327e-01,1.246153e-02,2.363423e-03,7.429347e-02
1000,2.204800e-03,9.180345e-06,1.446519e-08,3.429002e-05,1.462014e+00,1.951700e-02,3.278910e-01,1.245199e-02,2.167942e-03,7.562273e-02
1000,2.184721e-03,9.393158e-06,1.265470e-08,2.103971e-05,1.479241e+00,1.783249e-02,2.976019e-01,1.248111e-02,1.990880e-03,6.712340e-02
