alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
1000,2.639201e-03,1.949659e-05,1.468134e-07,1.823349e-04,5.253642e-01,2.475270e-01,6.022452e-01,4.997474e-03,2.408984e-02,4.641825e-01
1000,2.540294e-03,1.631388e-05,2.919933e-07,1.245970e-04,6.598538e-01,1.673963e-01,6.950356e-01,6.286077e-03,1.731832e-02,6.420811e-01
1000,2.477306e-03,1.301179e-05,7.362370e-07,3.799296e-05,7.509782e-01,1.330705e-01,5.888974e-01,7.144101e-03,1.575531e-02,4.443978e-01
1000,2.488242e-03,1.087565e-05,1.062124e-06,1.137093e-04,8.021588e-01,1.161782e-01,3.080166e-01,7.609819e-03,1.414543e-02,1.972711e-01
1000,2.516629e-03,1.017863e-05,1.217532e-06,1.570189e-04,8.446480e-01,1.067544e-01,2.345636e-01,7.983770e-03,1.318578e-02,1.569229e-01
1000,2.483579e-03,1.027337e-05,1.092406e-06,1.627030e-04,8.922948e-01,9.911401e-02,3.075702e-01,8.397809e-03,1.240297e-02,1.924503e-01
1000,2.429616e-03,1.099384e-05,7.906240e-07,6.896413e-05,9.527773e-01,9.147803e-02,3.749875e-01,8.923194e-03,1.158522e-02,2.156682e-01
1000,2.404559e-03,1.209992e-05,5.162567e-07,5.012090e-05,1.028497e+00,8.383069e-02,3.924526e-01,9.579768e-03,1.073357e-02,2.008670e-01
1000,2.400984e-03,1.305403e-05,3.531973e-07,6.627148e-05,1.114111e+00,7.653293e-02,3.064116e-01,1.031440e-02,9.897577e-03,1.498246e-01
1000,2.397114e-03,1.349384e-05,2.993889e-07,7.599843e-05,1.200434e+00,6.997570e-02,2.505717e-01,1.103961e-02,9.132595e-03,1.070596e-01
1000,2.381065e-03,1.332902e-05,2.821371e-07,8.991505e-05,1.278438e+00,6.448761e-02,2.637333e-01,1.167189e-02,8.487320e-03,1.035598e-01
1000,2.353010e-03,1.266119e-05,3.595099e-07,7.412135e-05,1.341598e+00,6.029799e-02,3.065846e-01,1.215352e-02,7.998101e-03,1.141359e-01
1000,2.320979e-03,1.170387e-05,4.765964e-07,4.768565e-05,1.387036e+00,5.751083e-02,3.423762e-01,1.246226e-02,7.684695e-03,1.172837e-01
1000,2.294904e-03,1.071432e-05,6.020989e-07,2.369197e-05,1.415792e+00,5.605530e-02,3.215023e-01,1.261218e-02,7.542920e-03,1.009074e-01
1000,2.279636e-03,9.913013e-06,6.284165e-07,3.910159e-05,1.432068e+00,5.560492e-02,2.852123e-01,1.264528e-02,7.532890e-03,8.276072e-02
1000,2.270124e-03,9.400370e-06,5.766253e-07,7.026420e-05,1.441366e+00,5.557900e-02,2.650332e-01,1.261352e-02,7.578232e-03,7.199743e-02
1000,2.255777e-03,9.148710e-06,5.461941e-07,7.988480e-05,1.448485e+00,5.537105e-02,2.592462e-01,1.256076e-02,7.596760e-03,6.825659e-02
1000,2.232805e-03,9.095861e-06,5.182977e-07,4.902456e-05,1.456870e+00,5.460974e-02,2.858612e-01,1.251742e-02,7.536784e-03,7.305069e-02
1000,2.207570e-03,9.197975e-06,4.622713e-07,3.539633e-05,1.468846e+00,5.321082e-02,3.219320e-01,1.250314e-02,7.385366e-03,7.487399e-02
1000,2.186946e-03,9.389054e-06,3.778222e-07,2.425069e-05,1.485365e+00,5.129435e-02,2.995348e-01,1.252508e-02,7.157895e-03,6.751403e-02
