alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
6000,2.259645e-03,1.959974e-05,1.389105e-06,2.936053e-04,2.636966e+00,1.574095e+00,5.327546e+00,2.508484e-02,1.703563e-01,2.064686e+01
6000,2.695275e-03,2.533112e-05,4.386160e-07,3.144925e-04,5.080709e+00,1.055454e+00,2.864431e+00,4.849884e-02,1.471580e-01,5.184750e-01
6000,2.151165e-03,1.769576e-05,4.266780e-07,2.304886e-04,6.023909e+00,8.251697e-01,4.371701e+00,5.648983e-02,1.327554e-01,5.639118e-01
6000,1.838634e-03,1.393755e-05,6.949119e-07,1.601217e-04,6.772362e+00,7.002673e-01,1.887140e+00,6.174004e-02,1.296449e-01,2.656290e-01
6000,1.838091e-03,1.589603e-05,6.469595e-07,1.281895e-04,7.225824e+00,6.312961e-01,1.910176e+00,6.433634e-02,4.483829e-01,2.440763e-01
6000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
