alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
1500,2.259645e-03,1.959974e-05,1.389105e-06,2.936053e-04,6.592414e-01,3.935236e-01,1.331886e+00,6.271210e-03,4.258909e-02,5.161714e+00
1500,2.087111e-03,1.463867e-05,8.648937e-07,1.108573e-04,8.791998e-01,2.747664e-01,9.628767e-01,8.370754e-03,3.172272e-02,6.225585e-01
1500,2.070890e-03,1.507034e-05,6.379036e-07,1.549034e-04,1.122205e+00,2.199469e-01,8.052334e-01,1.065535e-02,2.734966e-02,3.255070e-01
1500,2.009602e-03,1.478070e-05,6.270034e-07,1.478763e-04,1.321256e+00,1.866747e-01,8.786712e-01,1.248471e-02,2.379524e-02,2.941851e-01
1500,1.913617e-03,1.384784e-05,7.061548e-07,9.971259e-05,1.470718e+00,1.643953e-01,9.442348e-01,1.380814e-02,2.149873e-02,2.654111e-01
1500,1.842078e-03,1.355746e-05,7.797149e-07,3.894305e-05,1.597982e+00,1.490176e-01,8.742318e-01,1.488923e-02,2.007672e-02,2.120347e-01
1500,1.825312e-03,1.452977e-05,6.308531e-07,9.136625e-05,1.738524e+00,1.381582e-01,6.790546e-01,1.605925e-02,1.920942e-02,1.590767e-01
1500,1.817382e-03,1.513911e-05,7.955152e-07,1.389377e-04,1.883454e+00,1.298760e-01,6.189050e-01,1.722853e-02,1.851608e-02,1.375395e-01
1500,1.770346e-03,1.395646e-05,7.640047e-07,6.721815e-05,1.991559e+00,1.227897e-01,6.544737e-01,1.801885e-02,1.750916e-02,1.198372e-01
1500,1.716522e-03,1.232552e-05,6.758432e-07,4.174184e-05,2.057646e+00,1.162108e-01,6.432075e-01,1.839777e-02,1.685823e-02,9.821795e-02
1500,1.686033e-03,1.135483e-05,5.756707e-07,3.528322e-05,2.101578e+00,1.099593e-01,5.402875e-01,1.855912e-02,1.637929e-02,8.130047e-02
1500,1.669116e-03,1.089181e-05,5.140378e-07,6.265437e-05,2.136707e+00,1.040984e-01,4.844094e-01,1.862976e-02,1.564990e-02,6.851983e-02
1500,1.648119e-03,1.056201e-05,4.893298e-07,7.341257e-05,2.166296e+00,9.875170e-02,4.579173e-01,1.864237e-02,1.479404e-02,6.536001e-02
1500,1.616148e-03,1.022059e-05,4.015042e-07,6.655764e-05,2.190077e+00,9.401972e-02,4.802330e-01,1.859774e-02,1.393943e-02,6.322473e-02
1500,1.577556e-03,9.929304e-06,3.884185e-07,3.916125e-05,2.209317e+00,8.993731e-02,5.111168e-01,1.850955e-02,1.316760e-02,6.017164e-02
1500,1.541694e-03,9.813519e-06,4.319016e-07,2.609917e-05,2.228201e+00,8.644816e-02,5.078857e-01,1.841483e-02,1.251992e-02,5.589081e-02
1500,1.514744e-03,9.895397e-06,4.533975e-07,2.890012e-05,2.251278e+00,8.340710e-02,4.494809e-01,1.835113e-02,1.200461e-02,4.903558e-02
1500,1.493867e-03,9.998480e-06,4.363585e-07,5.077913e-05,2.278682e+00,8.063254e-02,4.141093e-01,1.831797e-02,1.160315e-02,4.273586e-02
1500,1.470344e-03,9.873669e-06,4.125618e-07,5.680082e-05,2.304568e+00,7.798311e-02,3.719634e-01,1.826747e-02,1.127997e-02,4.006716e-02
1500,1.441125e-03,9.465958e-06,3.864972e-07,2.891261e-05,2.322102e+00,7.538748e-02,4.034647e-01,1.814736e-02,1.099366e-02,3.817656e-02
