alpha,loss_median,grad_Kp,grad_Ki,grad_Kd,update_Kp,update_Ki,update_Kd,rel_Kp,rel_Ki,rel_Kd
0.5,2.239277e-03,1.898279e-05,1.355685e-06,2.714485e-04,1.847772e-03,6.701806e-05,2.684124e-03,1.757341e-05,8.526848e-06,8.407822e-03
0.5,2.238512e-03,1.895999e-05,1.354403e-06,2.706136e-04,1.869738e-03,6.770956e-05,2.711529e-03,1.778206e-05,8.608541e-06,8.424502e-03
0.5,2.237742e-03,1.893704e-05,1.353110e-06,2.697725e-04,1.891291e-03,6.839648e-05,2.738184e-03,1.798678e-05,8.690589e-06,8.437693e-03
0.5,2.236966e-03,1.891397e-05,1.351807e-06,2.689254e-04,1.912446e-03,6.907844e-05,2.764112e-03,1.818770e-05,8.772864e-06,8.447556e-03
0.5,2.236186e-03,1.889078e-05,1.350493e-06,2.680726e-04,1.933215e-03,6.975511e-05,2.789331e-03,1.838494e-05,8.855255e-06,8.454246e-03
0.5,2.235401e-03,1.886748e-05,1.349168e-06,2.672144e-04,1.953613e-03,7.042621e-05,2.813861e-03,1.857865e-05,8.937663e-06,8.457913e-03
0.5,2.234611e-03,1.884407e-05,1.347834e-06,2.663512e-04,1.973650e-03,7.109150e-05,2.837719e-03,1.876891e-05,9.020002e-06,8.458700e-03
0.5,2.233817e-03,1.882057e-05,1.346491e-06,2.654830e-04,1.993339e-03,7.175077e-05,2.860923e-03,1.895586e-05,9.102193e-06,8.456746e-03
0.5,2.233020e-03,1.879698e-05,1.345139e-06,2.646103e-04,2.012691e-03,7.240385e-05,2.883488e-03,1.913959e-05,9.184169e-06,8.452183e-03
0.5,2.232218e-03,1.877331e-05,1.343778e-06,2.637333e-04,2.031716e-03,7.305060e-05,2.905433e-03,1.932020e-05,9.265868e-06,8.445139e-03
0.5,2.231413e-03,1.874956e-05,1.342409e-06,2.628522e-04,2.050423e-03,7.369090e-05,2.926770e-03,1.949779e-05,9.347239e-06,8.435737e-03
0.5,2.230604e-03,1.872576e-05,1.341033e-06,2.619673e-04,2.068823e-03,7.432466e-05,2.947516e-03,1.967244e-05,9.428232e-06,8.424095e-03
0.5,2.229793e-03,1.870189e-05,1.339648e-06,2.610788e-04,2.086924e-03,7.495182e-05,2.967684e-03,1.984425e-05,9.508809e-06,8.410327e-03
0.5,2.228978e-03,1.867797e-05,1.338256e-06,2.601868e-04,2.104735e-03,7.557231e-05,2.987288e-03,2.001328e-05,9.588932e-06,8.394543e-03
0.5,2.228161e-03,1.865401e-05,1.336858e-06,2.592918e-04,2.122264e-03,7.618611e-05,3.006342e-03,2.017963e-05,9.668572e-06,8.376846e-03
0.5,2.227341e-03,1.863000e-05,1.335452e-06,2.583938e-04,2.139518e-03,7.679319e-05,3.024857e-03,2.034336e-05,9.747700e-06,8.357337e-03
0.5,2.226519e-03,1.860596e-05,1.334040e-06,2.574930e-04,2.156506e-03,7.739355e-05,3.042847e-03,2.050455e-05,9.826293e-06,8.336114e-03
0.5,2.225695e-03,1.858190e-05,1.332623e-06,2.565898e-04,2.173235e-03,7.798718e-05,3.060324e-03,2.066326e-05,9.904332e-06,8.313270e-03
0.5,2.224869e-03,1.855781e-05,1.331199e-06,2.556842e-04,2.189711e-03,7.857412e-05,3.077298e-03,2.081956e-05,9.981800e-06,8.288893e-03
0.5,2.224041e-03,1.853371e-05,1.329770e-06,2.547765e-04,2.205941e-03,7.915437e-05,3.093782e-03,2.097352e-05,1.005868e-05,8.263069e-03
0.5,2.223211e-03,1.850960e-05,1.328335e-06,2.538669e-04,2.221931e-03,7.972797e-05,3.109786e-03,2.112520e-05,1.013497e-05,8.235881e-03
0.5,2.222380e-03,1.848548e-05,1.326896e-06,2.529555e-04,2.237688e-03,8.029497e-05,3.125321e-03,2.127464e-05,1.021065e-05,8.207407e-03
0.5,2.221547e-03,1.846136e-05,1.325452e-06,2.520425e-04,2.253218e-03,8.085541e-05,3.140398e-03,2.142192e-05,1.028571e-05,8.177722e-03
0.5,2.220714e-03,1.843724e-05,1.324003e-06,2.511282e-04,2.268526e-03,8.140933e-05,3.155025e-03,2.156708e-05,1.036015e-05,8.146899e-03
0.5,2.219879e-03,1.841314e-05,1.322550e-06,2.502126e-04,2.283617e-03,8.195681e-05,3.169213e-03,2.171017e-05,1.043397e-05,8.115008e-03
0.5,2.219044e-03,1.838904e-05,1.321094e-06,2.492960e-04,2.298497e-03,8.249789e-05,3.182972e-03,2.185126e-05,1.050717e-05,8.082115e-03
0.5,2.218208e-03,1.836497e-05,1.319633e-06,2.483784e-04,2.313171e-03,8.303264e-05,3.196310e-03,2.199037e-05,1.057973e-05,8.048283e-03
0.5,2.217371e-03,1.834092e-05,1.318169e-06,2.474602e-04,2.327645e-03,8.356114e-05,3.209236e-03,2.212757e-05,1.065167e-05,8.013574e-03
0.5,2.216534e-03,1.831689e-05,1.316701e-06,2.465413e-04,2.341922e-03,8.408344e-05,3.221760e-03,2.226290e-05,1.072298e-05,7.978046e-03
0.5,2.215696e-03,1.829290e-05,1.315231e-06,2.456220e-04,2.356007e-03,8.459963e-05,3.233890e-03,2.239639e-05,1.079366e-05,7.941754e-03
0.5,2.214859e-03,1.826894e-05,1.313757e-06,2.447024e-04,2.369905e-03,8.510978e-05,3.245634e-03,2.252810e-05,1.086371e-05,7.904752e-03
0.5,2.214021e-03,1.824502e-05,1.312281e-06,2.437827e-04,2.383620e-03,8.561396e-05,3.257000e-03,2.265807e-05,1.093315e-05,7.867092e-03
0.5,2.213183e-03,1.822114e-05,1.310802e-06,2.428630e-04,2.397156e-03,8.611225e-05,3.267996e-03,2.278633e-05,1.100197e-05,7.828821e-03
0.5,2.212346e-03,1.819731e-05,1.309321e-06,2.419433e-04,2.410518e-03,8.660472e-05,3.278630e-03,2.291292e-05,1.107017e-05,7.789986e-03
0.5,2.211508e-03,1.817353e-05,1.307838e-06,2.410240e-04,2.423709e-03,8.709146e-05,3.288910e-03,2.303788e-05,1.113776e-05,7.750632e-03
0.5,2.210671e-03,1.814980e-05,1.306353e-06,2.401050e-04,2.436733e-03,8.757255e-05,3.298842e-03,2.316126e-05,1.120475e-05,7.710802e-03
0.5,2.209835e-03,1.812612e-05,1.304867e-06,2.391866e-04,2.449594e-03,8.804806e-05,3.308434e-03,2.328307e-05,1.127114e-05,7.670536e-03
0.5,2.208999e-03,1.810251e-05,1.303379e-06,2.382687e-04,2.462296e-03,8.851807e-05,3.317693e-03,2.340336e-05,1.133693e-05,7.629873e-03
0.5,2.208164e-03,1.807895e-05,1.301889e-06,2.373516e-04,2.474841e-03,8.898266e-05,3.326627e-03,2.352216e-05,1.140214e-05,7.588850e-03
0.5,2.207330e-03,1.805546e-05,1.300398e-06,2.364354e-04,2.487233e-03,8.944191e-05,3.335240e-03,2.363950e-05,1.146676e-05,7.547503e-03
0.5,2.206496e-03,1.803204e-05,1.298907e-06,2.355202e-04,2.499476e-03,8.989590e-05,3.343541e-03,2.375541e-05,1.153081e-05,7.505863e-03
0.5,2.205663e-03,1.800869e-05,1.297414e-06,2.346060e-04,2.511572e-03,9.034470e-05,3.351536e-03,2.386993e-05,1.159429e-05,7.463965e-03
0.5,2.204832e-03,1.798541e-05,1.295921e-06,2.336930e-04,2.523526e-03,9.078839e-05,3.359230e-03,2.398308e-05,1.165721e-05,7.421839e-03
0.5,2.204001e-03,1.796221e-05,1.294427e-06,2.327813e-04,2.535339e-03,9.122705e-05,3.366631e-03,2.409489e-05,1.171957e-05,7.379513e-03
