wall_time,episode_reward_mean
208.386221409,-45.6490219397
343.994755268,-48.9690222797
467.761059999,-45.6839634312
592.113004208,-43.1466187143
715.789423704,-42.6956650756
840.027797937,-36.2706962575
963.720129728,-36.6197147422
1087.99949765,-33.2723211688
1211.79087138,-36.1543227471
1336.2448473,-29.1831271914
1460.12228537,-20.8812694114
1569.11268607,-27.5713389195
1584.5101645,-26.7193104328
1692.99932578,-30.4338997803
1708.32635164,-18.581452824
1817.25173309,-14.8461718899
1832.64176917,-11.8181957564
1942.74105632,-21.4086931362
1958.29885602,-16.5037326323
2067.19526508,-15.4447002471
2082.5818789,-12.3235261063
2190.9378069,0.497976139188
2206.24677205,-14.9364767641
2315.03933507,-9.30836670101
2330.41088438,-10.1407558636
2438.75609484,-11.8762299716
2454.06149673,-9.88601948858
2562.86138111,-3.47042082576
2578.23403668,-2.62646087515
2686.9748435,1.33301322162
2702.3392272,-4.20350016264
2810.62710983,5.64997485327
2825.92666388,-5.36552877551
2934.71342993,6.55746357422
2950.08331323,-4.44027070461
3058.3528457,0.108625135385
3073.64963841,6.4590955657
3182.4693231,21.0635043359
3197.84471393,4.54934118419
3306.13779071,2.83663766785
3321.438519,15.1794402864
3430.2514458,2.90657402854
3445.62462664,9.68068159219
3553.93406653,-11.2986599389
3569.23698282,14.0966053743
3678.01323494,0.628384311218
3693.38290668,19.8453909096
3801.96509242,-3.29814817384
3817.30695295,21.5608398108
3926.10209429,44.438033273
3941.47423172,20.9548682294
4049.7860243,24.4350792319
4065.0891881,33.7914203292
4173.88976371,22.8020544327
4189.26231623,34.6812907957
4297.58194029,28.5059312433
4312.88529038,33.7710054812
4421.66992211,36.9240269607
4437.03920889,28.8475271498
4545.34337103,15.0343556209
4560.64515924,34.8390000951
4669.47508493,26.3493103036
4684.84840226,41.6880809967
4793.17723465,40.170658214
4808.48261666,34.8304162244
4901.89741296,11.991059422
4932.63492346,45.6409423867
5025.62324911,55.1358299227
5056.21937346,47.2751292625
5149.77165282,32.2981328801
5180.36950612,49.1036841041
5273.76754081,45.9552914677
5304.49997807,50.2176506177
5397.4911291,44.1141988835
5428.08700633,51.064627323
5521.52367342,40.4287395094
5552.26911449,52.1214929831
5645.53127366,68.0027701086
5676.217834,59.5105777513
5769.65710938,51.8393830196
5800.40118241,50.865915488
5893.42054564,45.5923929997
5924.02664685,60.04344075
6017.46856171,39.1196684861
6048.2139523,48.7866203078
6141.2135312,65.6992244585
6171.8127017,60.3919118593
6265.25377506,74.1455912655
6295.99725485,53.3370697874
6389.00756073,72.4368542242
6419.61071038,58.6818494163
6513.02655989,30.9219942228
6543.76513386,70.3635291761
6636.76782882,102.301739873
6667.3680644,68.6618163933
6760.77271992,58.3632902151
6791.50697756,81.0575810865
6884.53974873,62.8050928237
6915.15022159,62.7079417306
7008.55570233,89.8012301796
7039.29073644,75.3535119191
7132.28760964,93.0457242378
7162.88654327,74.9952086405
7256.30493426,84.6095741917
7287.04417801,75.1671070788
7380.02904743,96.3711228906
7410.62386417,68.5683507064
7504.15941161,72.8429575032
7534.93742537,82.7437990368
7628.37572902,87.8812794165
7659.1200161,86.7109663797
7752.09451258,87.3158974811
7782.6854589,87.8461791607
7876.08705944,73.6775541054
7906.82042027,85.1827816221
7999.78410786,61.7065575332
8030.37172103,82.9628584917
8123.79346204,75.2179736388
8154.53390503,90.4144830375
8247.55666423,95.5969776087
8278.16260791,89.7281564599
8371.59314907,100.107504497
8402.33207107,84.1795540254
8495.36606073,116.816422445
8525.97009778,84.0452387879
8619.40266722,118.797837563
8650.14635777,95.1384956258
8743.15015882,43.5829606461
8773.75131392,88.6014773846
8867.19231737,121.959018036
8897.93656659,88.7967007688
8990.94719577,83.9758028253
9021.54918623,94.192326123
9114.97934854,88.2919771713
9145.72246623,104.431678287
9238.70667958,102.298092727
9269.30119658,102.171834466
9362.89172041,101.419203659
9393.68851328,108.379385849
9486.66974813,97.645264023
9517.26331663,101.117622689
9610.672346,79.1103641729
9641.40807009,109.313634724
9734.39795142,74.5808045613
9764.99342299,100.432053095
9858.42538244,100.88083106
9889.16858864,89.5831538047
9982.18964094,125.810073865
10012.7952409,89.3264130788
10106.3296443,93.9950006441
10136.9216173,100.716354104
10230.3265106,129.42972156
10261.0591788,94.0266152283
10354.0971046,95.8812245717
10384.7097683,89.7955874462
10478.1264269,101.513641838
10508.8645227,107.990001259
10601.8271672,91.1295094979
10632.4144983,109.249009717
10725.8421115,96.4099795311
10756.5836933,98.1575377752
10849.5819473,103.09558064
10880.1807473,109.198323921
10973.6241643,102.606038957
11004.371367,98.0266826983
11097.4038708,104.597737273
11128.0136468,102.782565577
11221.7618834,66.2014632132
11252.6111815,106.595303429
11345.631819,101.359305167
11376.2372811,102.592727233
11469.6747874,103.44872265
11500.4194763,95.5556965193
11593.4161566,128.879707324
11624.0148051,100.93432951
11717.4892653,106.688107539
11748.2456045,100.140953834
11841.2863913,101.968226912
11871.8999386,113.041202823
11965.3521249,123.693206763
11996.1006954,105.163868784
12089.1020258,107.636850839
12119.7021408,102.068798016
12213.1295074,108.037304282
12243.871717,91.60315667
12336.8944193,102.076632082
12367.5005119,97.1490098883
12460.9265182,105.482642781
12491.6682081,106.051963756
12585.095335,128.046659844
12615.8369834,111.12474401
12708.8361337,107.226209133
12739.435112,96.3947622943
12832.8631793,117.159096232
12863.6049819,109.942782874
12956.6059433,99.6477703115
12987.2057676,106.245569445
13080.7266767,51.0505708638
13111.4999313,115.887330968
13204.5459492,111.063017383
13235.1607337,110.630675702
13328.5326587,113.388383387
13359.2561042,99.1961599789
13452.2653028,108.953677229
13482.8682637,106.322260084
13576.295255,110.128645059
13607.0372598,116.281390397
13700.0289381,94.424132993
13730.625597,105.768225006
13824.0349835,118.989429163
13854.7713149,95.9756384897
13947.7864171,120.458574782
13978.3903849,113.21402797
14071.8660632,99.4023624696
14102.6241415,113.324181899
14195.6209996,109.195580304
14226.2196484,116.649660339
14319.6444817,80.8729384462
14350.3854883,111.813361717
14443.4132998,120.32639482
14474.0224762,116.285411085
14567.4497134,88.8748777313
14598.1907899,109.34883541
14691.1768208,99.5252542328
14721.772197,117.703621452
14815.2153136,116.576488303
14845.9624381,109.94605436
14939.0883673,138.450252658
14969.73002,122.614926822
15063.2562087,104.256358654
15093.8482881,108.948336893
15187.289192,114.752531069
15218.0351844,105.348834416
15311.0233835,136.503638902
15341.6195235,112.275721553
15435.0693916,120.087649404
15465.8182046,108.489017576
15558.8348742,107.612398943
15589.4396408,108.325284302
15682.8310705,96.6058741409
15713.5614254,106.29986756
15806.571459,117.657415765
15837.1735809,110.967339609
15930.580956,99.7114258075
15961.3161349,117.585763137
16054.3321976,111.718139685
16084.9373283,113.847202912
16178.3462369,118.757628578
16209.0813439,114.466908097
16302.0915699,132.449613259
16332.6953087,108.696738425
16426.1225847,126.925897284
16456.8646419,118.335160859
16549.8387879,113.399869973
16580.4297538,114.781818837
16674.073852,106.321549939
16704.8885164,114.926287121
16797.8861588,118.017649824
16828.4845331,108.042467051
16921.9161669,135.791698222
16952.6596065,114.030897528
17045.660552,106.503537654
17076.2604909,104.117196898
17169.677182,124.080622336
17200.4141963,109.121672706
17293.4147769,126.944619824
17324.0153484,109.349375617
17417.4787088,128.494303552
17448.2306674,109.919282457
17541.6697742,120.261423594
17572.4155958,108.285946056
17665.4228151,108.135085552
17696.0248997,113.028413496
17789.4140806,74.9954537991
17820.1435099,111.676115519
17913.1279401,115.155798071
17943.7221613,120.327014532
18037.1218583,136.848300192
18067.8546662,111.814304029
18160.8312129,96.1418956108
18191.4234505,118.36120342
18284.8831955,131.338540931
18315.6337309,116.399444348
18408.6461899,104.060234023
18439.2496455,113.238216871
18532.9133543,108.186691501
18563.7344179,120.503771087
18656.7398807,132.614252633
18687.3414228,112.235792405
