wall_time,episode_reward_mean
20.4615559578,75.514062379
227.099523544,-46.0976474285
361.159219503,-50.0677284641
484.933378935,-46.180296278
609.373580694,-46.1548337647
718.149008423,-46.4733855068
733.177899599,-42.9985477589
842.52427581,-28.6618869533
857.62632513,-41.0593894102
966.36662665,-45.4606659766
981.392200708,-38.783030037
1090.58147556,-37.9725250313
1105.67339325,-34.7980785553
1214.4892711,-41.7921568034
1229.52829099,-38.4713585077
1338.75269854,-35.5075990297
1353.84892941,-33.2962267349
1462.59641877,-25.3911364195
1477.62640834,-28.6818587132
1586.81859532,-29.055169038
1601.91159892,-31.8284017998
1710.66988629,-33.4840796632
1725.69936752,-20.6349471916
1834.89123002,-32.869108126
1849.98195148,-18.9303874797
1960.10657337,-28.5542376405
1975.33243394,-20.518069388
2084.50673097,-7.60501720989
2099.59577203,-17.4773496167
2208.35583189,-2.93961534789
2223.38646793,-16.1140209325
2332.63625401,-25.500686971
2347.73862767,-14.8988496619
2456.51841944,-6.25690456061
2471.55165172,-13.7720120459
2580.76716119,-3.22903139656
2595.86381626,-7.04279487652
2705.07542706,0.389010524377
2720.17166734,-7.25035454569
2828.87997812,7.63624544814
2843.90411234,-3.90282264378
2953.10757241,-5.46349096624
2968.20255685,-3.19267622807
3076.8715314,-5.10284205666
3091.88982105,3.46878692039
3201.01366544,19.8128201997
3216.09524679,3.6207198189
3324.64816403,-4.0002318245
3339.64926338,11.3264210097
3448.75622427,3.17928816658
3463.83520436,8.77511258244
3572.41023296,-5.86307289312
3587.41354036,7.36578038242
3696.47836787,-2.48691524612
3711.55439591,12.7913680555
3820.52001446,-8.62270114245
3835.57936311,11.2124567787
3944.66770518,31.490759376
3959.74490952,12.3513151189
4068.34934491,21.5071722022
4083.35823369,26.3158924744
4192.45703089,23.2268663622
4207.53843951,29.318990258
4316.14032063,6.73693909775
4331.15030193,24.4660218811
4440.22174606,4.23951228894
4455.29688239,15.0554045786
4563.8753745,6.09762602579
4578.87991476,20.4957298371
4687.9705064,13.1662354946
4703.04887629,27.9795014603
4811.60335439,31.0876009916
4826.60363054,30.5035476466
4935.6271359,1.91726248222
4950.69723892,36.2522718979
5043.94187146,13.3053044439
5074.22812796,29.7661594446
5167.98941472,17.6924867565
5198.27204633,40.7502697106
5291.85732749,42.046311432
5322.261132,39.2400262298
5415.43606687,19.6107701585
5445.70639038,37.3884574427
5539.3313337,40.1849844004
5569.74801135,46.0635556967
5663.24954131,51.9290523841
5693.62431693,45.0256138582
5787.21851304,32.5910742225
5817.63079333,36.6399764331
5910.77006012,38.1202667854
5941.03025699,50.0272638944
6034.58166215,23.6379106464
6064.97865343,43.7704003697
6158.17068073,62.2797757974
6188.44884205,47.979974111
6282.0254516,57.899631103
6312.4301548,42.0358524173
6405.58172286,68.817110714
6435.84524941,41.5399102378
6529.41862255,17.7835637555
6559.82277107,56.0152180122
6653.01224828,79.3168479698
6683.28860974,54.7900815525
6776.86277834,35.2785958289
6807.26703525,70.2874590437
6900.45925385,53.3293135194
6930.73421693,52.9205553964
7024.30020496,74.3917953935
7054.7016933,64.6627791549
7147.84137884,85.0859657032
7178.101758,67.7433860526
7271.69381458,79.5499426452
7302.10464001,65.1630895856
7395.27218857,86.5700130709
7425.54038239,53.174583509
7519.26745042,59.9379371554
7549.72413063,70.285442171
7643.32247883,99.3257437763
7673.73472381,77.6000793319
7766.89010289,70.7730934769
7797.1557703,75.2396037988
7890.69648749,50.2756729904
7921.09025288,73.2260230328
8014.27410391,56.8552592183
8044.54867601,68.7748784539
8138.12970403,63.1043832265
8168.5372777,72.017581896
8261.71838737,76.9302828591
8291.99126697,82.9870161475
8385.57398301,108.103124007
8415.98002028,65.761865212
8509.17748636,53.7126143656
8539.45682073,63.3347656447
8633.03974241,112.466117247
8663.44658351,79.2757933529
8756.64297098,30.6351402709
8786.92216682,73.3244904671
8880.517607,108.20216667
8910.92887282,67.8829771622
9004.10281709,70.9330112622
9034.37348485,73.4597914158
9127.94370332,65.3688049414
9158.3480463,88.4331407644
9251.53983992,68.5146605466
9281.81644344,88.8140726663
9375.5588918,86.3883512397
9406.01717973,91.0714333078
9499.21113327,80.6046676952
9529.48905683,85.8536606701
9623.06429094,40.5160700884
9653.46798706,89.7191930436
9746.62951347,72.3353709136
9776.89685917,73.2686766442
9870.50046015,105.528235519
9900.91496992,64.3892066447
9994.10410348,122.666571939
10024.3795559,73.8021645511
10118.064015,82.0328043643
10148.3236713,85.8126458325
10241.9515502,107.874779379
10272.373204,79.0485393438
10365.5284502,64.2393081454
10395.7927389,75.7036371935
10489.3709796,84.7771908338
10519.7777972,94.9285234891
10612.9438877,77.8651223942
10643.212075,91.2522432721
10736.7865406,76.0816246352
10767.1912565,76.89085627
10860.3517869,89.2516751047
10890.6189134,98.1989809091
10984.2055324,95.6629555221
11014.6137254,79.0370583615
11107.7759013,101.479301992
11138.0428221,83.9584336638
11231.8479274,40.2652749028
11262.3282814,93.2277206096
11355.4888924,58.5815470368
11385.7550159,93.8141755681
11479.3594701,90.0578735867
11509.7743614,78.1116970397
11602.9252512,128.695907859
11633.187731,80.5683155331
11726.7526892,93.048105231
11757.1540682,83.2015955185
11850.2935248,84.4093485149
11880.5528321,97.9368180448
11974.1529609,112.416507651
12004.5648844,94.2402824656
12097.7584714,85.2013100502
12128.0372801,82.8490706507
12221.615638,101.410236741
12252.0213048,76.5185741897
12345.1828517,83.9292059955
12375.4490426,79.4770861204
12469.0445495,82.9945466444
12499.457067,87.4075558866
12593.0766638,126.802842739
12623.4961724,98.569380329
12716.6478789,93.6929421918
12746.9120476,77.0059242979
12840.5039654,109.31842217
12870.9133384,95.4572368927
12964.0734609,70.3748294637
12994.3389542,91.9115604672
13088.0070213,56.5635739545
13118.443671,103.236139266
13211.6482448,95.343082658
13241.9289031,95.6835397063
13335.5027864,90.6967965323
13365.9074078,77.9064450013
13459.1069075,90.3572135312
13489.3859997,83.5977665357
13582.9535051,93.0678673633
13613.3551786,94.4780526174
13706.5380197,86.2069385774
13736.8104849,89.392894306
13830.3955773,112.603189902
13860.8038573,80.0528293057
13953.9510495,105.244115907
13984.2123551,94.2108710242
14077.7973813,78.4333690493
14108.206408,93.3939750265
14201.387949,92.6253937148
14231.6615,63.9175652852
14231.661572,95.2402360529
14325.2391495,65.4340286171
14355.6443062,98.0903805435
14448.8044358,116.387481054
14479.0711856,105.102378197
14572.632688,77.1831862628
14603.0317619,95.1680823689
14696.1964223,82.196057627
14726.4647357,109.683272954
14820.0060338,94.9048093515
14850.4007428,98.0247319436
14943.7327461,129.107008884
14974.0552516,113.383739902
15067.7566128,100.603358862
15098.0232069,91.0280212539
15191.6290614,110.145882587
15222.0423567,83.9107103572
15315.1843827,117.653289638
15345.4446058,96.5282640435
15439.0485704,117.073930535
15469.4632955,93.7816405787
15562.6076828,87.0255908342
15592.8677547,89.5450341924
15686.4293593,67.4633302335
15716.8293974,87.9431052998
15809.9979218,104.447087833
15840.267813,97.6333753225
15933.8567406,71.5203483086
15964.2652757,105.461474279
16057.4326693,100.036505979
16087.7003481,93.335533252
16181.2750389,86.6939703203
16211.6801069,93.620182873
16304.8571328,126.775931193
16335.1287177,91.0885420421
16428.714083,114.312435133
16459.1222382,104.207099275
16552.2870607,100.792211558
16582.5545967,102.844933582
16676.3246184,85.9711882691
16706.7938819,98.023237207
16799.9414974,109.421008281
16830.2039778,89.7527262102
16923.757554,130.468955791
16954.1546798,104.383564753
17047.3074207,86.1736831767
17077.5724473,92.6757533327
17171.1530308,118.363315911
17201.5600023,96.5933744629
17294.7485319,112.205732612
17325.0236402,98.3006827915
17418.5904082,117.104606873
17448.9922023,95.2856730705
17542.5796815,113.187895222
17572.9880483,93.0431109776
17666.1655602,83.8288745373
17696.4385283,101.986280724
17790.0460718,56.5103397998
17820.461556,104.56869948
17913.6190278,97.9546307197
