0,0.000000,0.398616,0.212948,0.141046,0.264697,0.164565,0.175820,0.325509,0.235659,0.158747,0.258126,0.248215,0.161067,0.248150,0.056683,0.179744
1,0.004167,0.398623,0.212951,0.141052,0.264698,0.164567,0.175820,0.325511,0.235660,0.158747,0.258126,0.248216,0.161066,0.248148,0.056682,0.179748
2,0.008333,0.398623,0.212951,0.141061,0.264695,0.164566,0.175819,0.325504,0.235678,0.158739,0.258125,0.248215,0.161064,0.248147,0.056685,0.179747
3,0.012500,0.398628,0.212934,0.141035,0.264697,0.164566,0.175816,0.325503,0.235677,0.158742,0.258126,0.248216,0.161064,0.248149,0.056686,0.179747
4,0.016667,0.398635,0.212932,0.141026,0.264697,0.164566,0.175815,0.325509,0.235658,0.158752,0.258126,0.248217,0.161061,0.248149,0.056684,0.179749
5,0.020833,0.398635,0.212932,0.141031,0.264698,0.164567,0.175813,0.325508,0.235657,0.158753,0.258127,0.248216,0.161057,0.248150,0.056685,0.179748
6,0.025000,0.398634,0.212932,0.141036,0.264698,0.164568,0.175816,0.325503,0.235676,0.158746,0.258124,0.248215,0.161055,0.248152,0.056685,0.179747
7,0.029167,0.398635,0.212930,0.141041,0.264697,0.164568,0.175815,0.325501,0.235676,0.158742,0.258124,0.248216,0.161054,0.248150,0.056684,0.179746
8,0.033333,0.398633,0.212928,0.141049,0.264695,0.164569,0.175817,0.325505,0.235656,0.158755,0.258123,0.248214,0.161050,0.248150,0.056686,0.179746
9,0.037500,0.398630,0.212934,0.141089,0.264695,0.164566,0.175816,0.325504,0.235656,0.158755,0.258123,0.248213,0.161046,0.248147,0.056681,0.179744
10,0.041667,0.398626,0.212919,0.141083,0.264698,0.164565,0.175806,0.325503,0.235656,0.158756,0.258123,0.248213,0.161044,0.248149,0.056681,0.179739
11,0.045833,0.398622,0.212927,0.141103,0.264695,0.164564,0.175809,0.325505,0.235657,0.158756,0.258121,0.248209,0.161045,0.248146,0.056679,0.179744
12,0.050000,0.398622,0.212925,0.141126,0.264693,0.164564,0.175809,0.325504,0.235656,0.158757,0.258121,0.248211,0.161042,0.248149,0.056680,0.179741
13,0.054167,0.398619,0.212920,0.141135,0.264696,0.164565,0.175807,0.325499,0.235675,0.158745,0.258123,0.248210,0.161038,0.248148,0.056680,0.179744
14,0.058333,0.398623,0.212915,0.141144,0.264697,0.164564,0.175807,0.325499,0.235677,0.158748,0.258121,0.248211,0.161038,0.248148,0.056679,0.179743
15,0.062500,0.398619,0.212913,0.141143,0.264698,0.164565,0.175808,0.325499,0.235676,0.158745,0.258120,0.248210,0.161040,0.248152,0.056678,0.179744
16,0.066667,0.398626,0.212898,0.141116,0.264698,0.164566,0.175806,0.325505,0.235659,0.158757,0.258127,0.248202,0.161038,0.248150,0.056684,0.179744
17,0.070833,0.398625,0.212912,0.141131,0.264697,0.164567,0.175805,0.325505,0.235661,0.158757,0.258122,0.248210,0.161036,0.248148,0.056683,0.179747
18,0.075000,0.398621,0.212901,0.141125,0.264698,0.164567,0.175800,0.325499,0.235679,0.158747,0.258120,0.248211,0.161036,0.248150,0.056684,0.179746
