0,0.000000,0.196321,0.332005,0.178881,0.205027,0.184177,0.177891,0.173980,0.419089,0.183628,0.207499,0.056878,0.180418,0.159196,0.258623,0.175017,,,,,,,,,,,,,,,
1,0.004167,0.196322,0.332005,0.178881,0.205022,0.184179,0.177889,0.174000,0.419085,0.183625,0.207499,0.056880,0.180421,0.159213,0.258614,0.175006,,,,,,,,,,,,,,,
2,0.008333,0.196321,0.332004,0.178880,0.205021,0.184180,0.177889,0.174009,0.419085,0.183623,0.207502,0.056878,0.180421,0.159218,0.258602,0.174999,,,,,,,,,,,,,,,
3,0.012500,0.196322,0.332004,0.178879,0.205019,0.184180,0.177891,0.174020,0.419089,0.183626,0.207502,0.056879,0.180421,0.159220,0.258600,0.174994,,,,,,,,,,,,,,,
4,0.016667,0.196322,0.332002,0.178876,0.205016,0.184182,0.177892,0.174026,0.419091,0.183626,0.207501,0.056880,0.180424,0.159184,0.258626,0.175032,,,,,,,,,,,,,,,
5,0.020833,0.196320,0.332002,0.178876,0.205010,0.184180,0.177892,0.174029,0.419088,0.183624,0.207504,0.056880,0.180424,0.159209,0.258619,0.175007,,,,,,,,,,,,,,,
6,0.025000,0.196320,0.332002,0.178876,0.205016,0.184182,0.177892,0.174032,0.419089,0.183627,0.207503,0.056880,0.180423,0.159219,0.258603,0.175003,,,,,,,,,,,,,,,
7,0.029167,0.196317,0.332001,0.178875,0.205009,0.184183,0.177891,0.174032,0.419090,0.183623,0.207504,0.056882,0.180423,0.159212,0.258608,0.174989,,,,,,,,,,,,,,,
8,0.033333,0.196317,0.332002,0.178876,0.205013,0.184185,0.177893,0.174032,0.419088,0.183623,0.207506,0.056880,0.180421,0.159187,0.258624,0.175034,,,,,,,,,,,,,,,
9,0.037500,0.196316,0.332001,0.178876,0.205014,0.184186,0.177893,0.174031,0.419089,0.183624,0.207504,0.056883,0.180420,0.159207,0.258614,0.175009,,,,,,,,,,,,,,,
10,0.041667,0.196314,0.332001,0.178876,0.205013,0.184189,0.177890,0.174027,0.419088,0.183619,0.207506,0.056883,0.180419,0.159214,0.258609,0.174996,,,,,,,,,,,,,,,
11,0.045833,0.196313,0.332002,0.178877,0.205009,0.184185,0.177892,0.174021,0.419087,0.183619,0.207506,0.056884,0.180418,0.159214,0.258601,0.174999,,,,,,,,,,,,,,,
12,0.050000,0.196310,0.332001,0.178878,0.205016,0.184187,0.177893,0.174016,0.419088,0.183615,0.207506,0.056884,0.180417,0.159183,0.258626,0.175035,,,,,,,,,,,,,,,
13,0.054167,0.196305,0.332002,0.178879,0.205019,0.184189,0.177892,0.174006,0.419087,0.183613,0.207507,0.056884,0.180416,0.159201,0.258618,0.175010,,,,,,,,,,,,,,,
14,0.058333,0.196303,0.332001,0.178881,0.205021,0.184185,0.177894,0.173989,0.419090,0.183616,0.207510,0.056881,0.180414,0.159183,0.258626,0.175038,,,,,,,,,,,,,,,
15,0.062500,0.196302,0.332001,0.178883,0.205022,0.184185,0.177891,0.173979,0.419089,0.183618,0.207512,0.056884,0.180409,0.159205,0.258610,0.174998,,,,,,,,,,,,,,,
16,0.066667,0.196298,0.332002,0.178885,0.205023,0.184186,0.177887,0.173969,0.419087,0.183615,0.207511,0.056884,0.180411,0.159192,0.258618,0.175035,,,,,,,,,,,,,,,
17,0.070833,0.196294,0.332004,0.178886,0.205028,0.184184,0.177891,0.173959,0.419085,0.183613,0.207513,0.056882,0.180406,0.159178,0.258629,0.175038,,,,,,,,,,,,,,,
18,0.075000,0.196292,0.332001,0.178890,0.205029,0.184183,0.177888,0.173947,0.419085,0.183613,0.207513,0.056880,0.180405,0.159179,0.258625,0.175036,,,,,,,,,,,,,,,
19,0.079167,0.196288,0.332003,0.178892,0.205033,0.184183,0.177886,0.173935,0.419082,0.183611,0.207520,0.056878,0.180398,0.159217,0.258602,0.175007,,,,,,,,,,,,,,,
