t,x,y,z
6.340000000000000080e-01,-3.040737861918443863e-01,-3.040737861918434981e-01,3.650624431188091989e-01
6.350000000000000089e-01,-3.030335819981331835e-01,-3.030335819981324064e-01,3.674421476032099232e-01
6.360000000000000098e-01,-3.019848102504621989e-01,-3.019848102504613108e-01,3.698101089669042496e-01
6.370000000000000107e-01,-3.009276071901973992e-01,-3.009276071901965111e-01,3.721661690512605425e-01
6.380000000000000115e-01,-2.998621104760454403e-01,-2.998621104760443856e-01,3.745101730027706188e-01
6.390000000000000124e-01,-2.987884591416037350e-01,-2.987884591416026803e-01,3.768419692831510015e-01
6.400000000000000133e-01,-2.977067935529576492e-01,-2.977067935529564835e-01,3.791614096785643762e-01
6.410000000000000142e-01,-2.966172553663294909e-01,-2.966172553663283251e-01,3.814683493079595866e-01
6.420000000000000151e-01,-2.955199874857872833e-01,-2.955199874857861175e-01,3.837626466305226747e-01
6.430000000000000160e-01,-2.944151340210158230e-01,-2.944151340210146572e-01,3.860441634522412402e-01
6.440000000000000169e-01,-2.933028402451622885e-01,-2.933028402451611227e-01,3.883127649315664676e-01
6.450000000000000178e-01,-2.921832525527590096e-01,-2.921832525527578994e-01,3.905683195841799793e-01
6.460000000000000187e-01,-2.910565184177331677e-01,-2.910565184177319464e-01,3.928106992868538594e-01
6.470000000000000195e-01,-2.899227863515105308e-01,-2.899227863515092540e-01,3.950397792804020147e-01
6.480000000000000204e-01,-2.887822058612241061e-01,-2.887822058612228293e-01,3.972554381717137706e-01
6.490000000000000213e-01,-2.876349274080312601e-01,-2.876349274080300389e-01,3.994575579348769723e-01
6.500000000000000222e-01,-2.864811023655561839e-01,-2.864811023655550182e-01,4.016460239113683883e-01
6.510000000000000231e-01,-2.853208829784563139e-01,-2.853208829784551481e-01,4.038207248093317325e-01
6.520000000000000240e-01,-2.841544223211354692e-01,-2.841544223211344700e-01,4.059815527019151604e-01
6.530000000000000249e-01,-2.829818742566019285e-01,-2.829818742566008183e-01,4.081284030246866701e-01
6.540000000000000258e-01,-2.818033933954887660e-01,-2.818033933954877113e-01,4.102611745721114200e-01
6.550000000000000266e-01,-2.806191350552482699e-01,-2.806191350552472707e-01,4.123797694930921853e-01
6.560000000000000275e-01,-2.794292552195232759e-01,-2.794292552195223323e-01,4.144840932855813898e-01
6.570000000000000284e-01,-2.782339104977162303e-01,-2.782339104977152311e-01,4.165740547902485602e-01
6.580000000000000293e-01,-2.770332580847627568e-01,-2.770332580847618686e-01,4.186495661832122517e-01
6.590000000000000302e-01,-2.758274557211194411e-01,-2.758274557211184419e-01,4.207105429678423825e-01
6.600000000000000311e-01,-2.746166616529842064e-01,-2.746166616529832627e-01,4.227569039656174921e-01
6.610000000000000320e-01,-2.734010345927542773e-01,-2.734010345927532226e-01,4.247885713060589596e-01
6.620000000000000329e-01,-2.721807336797362753e-01,-2.721807336797352761e-01,4.268054704157335788e-01
6.630000000000000338e-01,-2.709559184411268751e-01,-2.709559184411258759e-01,4.288075300063226569e-01
6.640000000000000346e-01,-2.697267487532638564e-01,-2.697267487532628016e-01,4.307946820617806205e-01
6.650000000000000355e-01,-2.684933848031713088e-01,-2.684933848031703096e-01,4.327668618245700261e-01
6.660000000000000364e-01,-2.672559870504062074e-01,-2.672559870504052637e-01,4.347240077809867431e-01
6.670000000000000373e-01,-2.660147161892176815e-01,-2.660147161892166823e-01,4.366660616455853017e-01
6.680000000000000382e-01,-2.647697331110360763e-01,-2.647697331110350771e-01,4.385929683447019611e-01
6.690000000000000391e-01,-2.635211988672981898e-01,-2.635211988672970795e-01,4.405046759990937644e-01
6.700000000000000400e-01,-2.622692746326244495e-01,-2.622692746326233393e-01,4.424011359056980730e-01
6.710000000000000409e-01,-2.610141216683610210e-01,-2.610141216683597443e-01,4.442823025185191899e-01
6.720000000000000417e-01,-2.597559012864925077e-01,-2.597559012864911754e-01,4.461481334286634404e-01
6.730000000000000426e-01,-2.584947748139476142e-01,-2.584947748139463375e-01,4.479985893435137756e-01
6.740000000000000435e-01,-2.572309035572923341e-01,-2.572309035572910574e-01,4.498336340650900267e-01
6.750000000000000444e-01,-2.559644487678455205e-01,-2.559644487678441882e-01,4.516532344675598387e-01
6.760000000000000453e-01,-2.546955716072021314e-01,-2.546955716072009102e-01,4.534573604739615127e-01
6.770000000000000462e-01,-2.534244331131940697e-01,-2.534244331131928485e-01,4.552459850321205481e-01
6.780000000000000471e-01,-2.521511941662870626e-01,-2.521511941662858969e-01,4.570190840897905282e-01
6.790000000000000480e-01,-2.508760154564329548e-01,-2.508760154564319000e-01,4.587766365690225667e-01
6.800000000000000488e-01,-2.495990574503790804e-01,-2.495990574503780257e-01,4.605186243397874080e-01
6.810000000000000497e-01,-2.483204803594442067e-01,-2.483204803594431520e-01,4.622450321928704975e-01
6.820000000000000506e-01,-2.470404441077794222e-01,-2.470404441077783675e-01,4.639558478120375806e-01
6.830000000000000515e-01,-2.457591083011080035e-01,-2.457591083011069766e-01,4.656510617455132395e-01
6.840000000000000524e-01,-2.444766321959662148e-01,-2.444766321959651600e-01,4.673306673767673725e-01
6.850000000000000533e-01,-2.431931746694401819e-01,-2.431931746694391827e-01,4.689946608946468087e-01
6.860000000000000542e-01,-2.419088941894156908e-01,-2.419088941894145250e-01,4.706430412628579418e-01
