t,x,z
7.910000000000000364e-01,-2.760036430643815208e-01,5.196499770455196288e-01
7.920000000000000373e-01,-2.745739812994926754e-01,5.205704400426232059e-01
7.930000000000000382e-01,-2.731475685026023559e-01,5.214818935073327610e-01
7.940000000000000391e-01,-2.717245111964516346e-01,5.223843639915359827e-01
7.950000000000000400e-01,-2.703049153167305652e-01,5.232778789181362633e-01
7.960000000000000409e-01,-2.688888862026447280e-01,5.241624665655891802e-01
7.970000000000000417e-01,-2.674765285876984366e-01,5.250381560523689206e-01
7.980000000000000426e-01,-2.660679465907138663e-01,5.259049773213672063e-01
7.990000000000000435e-01,-2.646632437070656763e-01,5.267629611242428123e-01
8.000000000000000444e-01,-2.632625228001702622e-01,5.276121390057411098e-01
8.010000000000000453e-01,-2.618658860931811772e-01,5.284525432879435547e-01
8.020000000000000462e-01,-2.604734351609228060e-01,5.292842070544979682e-01
8.030000000000000471e-01,-2.590852709220376471e-01,5.301071641347918639e-01
8.040000000000000480e-01,-2.577014936313746785e-01,5.309214490881142279e-01
8.050000000000000488e-01,-2.563222028725839485e-01,5.317270971877774421e-01
8.060000000000000497e-01,-2.549474975509420371e-01,5.325241444052153383e-01
8.070000000000000506e-01,-2.535774758864005607e-01,5.333126273940648199e-01
8.080000000000000515e-01,-2.522122354068417338e-01,5.340925834742299427e-01
8.090000000000000524e-01,-2.508518729415580850e-01,5.348640506159288988e-01
8.100000000000000533e-01,-2.494964846149434756e-01,5.356270674237297857e-01
8.110000000000000542e-01,-2.481461658404122139e-01,5.363816731205990340e-01
8.120000000000000551e-01,-2.468010113145074902e-01,5.371279075319250751e-01
8.130000000000000560e-01,-2.454611150112335771e-01,5.378658110695530015e-01
8.140000000000000568e-01,-2.441265701765957530e-01,5.385954247158220021e-01
8.150000000000000577e-01,-2.427974693233414250e-01,5.393167900076203392e-01
8.160000000000000586e-01,-2.414739042259198276e-01,5.400299490204532038e-01
8.170000000000000595e-01,-2.401559659156222160e-01,5.407349443525006905e-01
8.180000000000000604e-01,-2.388437446759266447e-01,5.414318191087206245e-01
8.190000000000000613e-01,-2.375373300380788644e-01,5.421206168849830309e-01
8.200000000000000622e-01,-2.362368107768060832e-01,5.428013817521812889e-01
8.210000000000000631e-01,-2.349422749062810567e-01,5.434741582404378768e-01
8.220000000000000639e-01,-2.336538096762417749e-01,5.441389913232850262e-01
8.230000000000000648e-01,-2.323715015683252283e-01,5.447959264019111014e-01
8.240000000000000657e-01,-2.310954362925776717e-01,5.454450092894540525e-01
8.250000000000000666e-01,-2.298256987841440779e-01,5.460862861952907599e-01
8.260000000000000675e-01,-2.285623732001504371e-01,5.467198037094239682e-01
8.270000000000000684e-01,-2.273055429167771535e-01,5.473456087868873166e-01
8.280000000000000693e-01,-2.260552905264821555e-01,5.479637487322046585e-01
8.290000000000000702e-01,-2.248116978354184337e-01,5.485742711838974550e-01
8.300000000000000711e-01,-2.235748458610360423e-01,5.491772240990679954e-01
8.310000000000000719e-01,-2.223448148298213800e-01,5.497726557380204770e-01
8.320000000000000728e-01,-2.211216841752531304e-01,5.503606146489522510e-01
8.329999999999999627e-01,-2.199055325358651447e-01,5.509411496527023555e-01
8.339999999999999636e-01,-2.186964377535326742e-01,5.515143098275878675e-01
8.349999999999999645e-01,-2.174944768718771460e-01,5.520801444942812219e-01
8.359999999999999654e-01,-2.162997261348426070e-01,5.526387032007632483e-01
8.369999999999999662e-01,-2.151122609854360657e-01,5.531900357073841201e-01
8.379999999999999671e-01,-2.139321560646190168e-01,5.537341919719518391e-01
8.389999999999999680e-01,-2.127594852103262824e-01,5.542712221349422874e-01
8.399999999999999689e-01,-2.115943214566785024e-01,5.548011765047666799e-01
8.409999999999999698e-01,-2.104367370332801412e-01,5.553241055431187290e-01
8.419999999999999707e-01,-2.092868033647300452e-01,5.558400598504452672e-01
8.429999999999999716e-01,-2.081445910701935353e-01,5.563490901514285270e-01
8.439999999999999725e-01,-2.070101699631935188e-01,5.568512472806683711e-01
8.449999999999999734e-01,-2.058836090514673534e-01,5.573465821683605270e-01
8.459999999999999742e-01,-2.047649765369881081e-01,5.578351458261047169e-01
8.469999999999999751e-01,-2.036543398161203555e-01,5.583169893328223665e-01
8.479999999999999760e-01,-2.025517654798826284e-01,5.587921638207704600e-01
8.489999999999999769e-01,-2.014573193143417984e-01,5.592607204616169003e-01
8.499999999999999778e-01,-2.003710663011365467e-01,5.597227104526789621e-01
8.509999999999999787e-01,-1.992930706180983114e-01,5.601781850032132581e-01
8.519999999999999796e-01,-1.982233956400142882e-01,5.606271953208565861e-01
8.529999999999999805e-01,-1.971621039394789165e-01,5.610697925981298351e-01
8.539999999999999813e-01,-1.961092572878622986e-01,5.615060279990871095e-01
8.549999999999999822e-01,-1.950649166563894754e-01,5.619359526460532273e-01
8.559999999999999831e-01,-1.940291422173294200e-01,5.623596176065035479e-01
8.569999999999999840e-01,-1.930019933452713776e-01,5.627770738800161876e-01
8.579999999999999849e-01,-1.919835286184943257e-01,5.631883723853865487e-01
8.589999999999999858e-01,-1.909738058204634159e-01,5.635935639478040216e-01
8.599999999999999867e-01,-1.899728819413827596e-01,5.639926992862231980e-01
8.609999999999999876e-01,-1.889808131798620672e-01,5.643858290007677248e-01
8.619999999999999885e-01,-1.879976549446600309e-01,5.647730035603406584e-01
8.629999999999999893e-01,-1.870234618565076168e-01,5.651542732902832267e-01
8.639999999999999902e-01,-1.860582877500469579e-01,5.655296883602322078e-01
8.649999999999999911e-01,-1.851021856757808226e-01,5.658992987720260492e-01
8.659999999999999920e-01,-1.841552079021871180e-01,5.662631543478174878e-01
8.669999999999999929e-01,-1.832174059178251213e-01,5.666213047182235840e-01
8.679999999999999938e-01,-1.822888304335507637e-01,5.669737993107075713e-01
8.689999999999999947e-01,-1.813695313848156521e-01,5.673206873380097770e-01
8.699999999999999956e-01,-1.804595579340057265e-01,5.676620177867468531e-01
8.709999999999999964e-01,-1.795589584728323473e-01,5.679978394061362401e-01
8.719999999999999973e-01,-1.786677806248368194e-01,5.683282006968692901e-01
8.729999999999999982e-01,-1.777860712478627481e-01,5.686531499000703205e-01
8.739999999999999991e-01,-1.769138764367068073e-01,5.689727349864877048e-01
8.750000000000000000e-01,-1.760512415256701435e-01,5.692870036456798566e-01
8.760000000000000009e-01,-1.751982110913341273e-01,5.695960032755171820e-01
8.770000000000000018e-01,-1.743548289552081521e-01,5.698997809716288554e-01
8.780000000000000027e-01,-1.735211381865461033e-01,5.701983835171589021e-01
8.790000000000000036e-01,-1.726971811051494776e-01,5.704918573725459296e-01
8.800000000000000044e-01,-1.718829992842410559e-01,5.707802486655033647e-01
8.810000000000000053e-01,-1.710786335533348856e-01,5.710636031811455737e-01
8.820000000000000062e-01,-1.702841240011784829e-01,5.713419663521894787e-01
8.830000000000000071e-01,-1.694995099787212633e-01,5.716153832493819920e-01
8.840000000000000080e-01,-1.687248301020568275e-01,5.718838985720204882e-01
8.850000000000000089e-01,-1.679601222555199280e-01,5.721475566386543532e-01
8.860000000000000098e-01,-1.672054235946496270e-01,5.724064013778724647e-01
8.870000000000000107e-01,-1.664607705493015843e-01,5.726604763193066105e-01
8.880000000000000115e-01,-1.657261988267204056e-01,5.729098245847075166e-01
8.890000000000000124e-01,-1.650017434146368867e-01,5.731544888792726722e-01
8.900000000000000133e-01,-1.642874385843876572e-01,5.733945114829943623e-01
8.910000000000000142e-01,-1.635833178940437893e-01,5.736299342422190861e-01
8.920000000000000151e-01,-1.628894141916003568e-01,5.738607985614238016e-01
8.930000000000000160e-01,-1.622057596180217498e-01,5.740871453949634162e-01
8.940000000000000169e-01,-1.615323856105262412e-01,5.743090152391840952e-01
8.950000000000000178e-01,-1.608693229056785134e-01,5.745264481244900523e-01
8.960000000000000187e-01,-1.602166015425492973e-01,5.747394836076420432e-01
8.970000000000000195e-01,-1.595742508659316050e-01,5.749481607643236458e-01
8.980000000000000204e-01,-1.589422995294438312e-01,5.751525181815873022e-01
8.990000000000000213e-01,-1.583207754987866756e-01,5.753525939506980436e-01
9.000000000000000222e-01,-1.577097060548093288e-01,5.755484256600155168e-01
9.010000000000000231e-01,-1.571091177966810470e-01,5.757400503880464315e-01
9.020000000000000240e-01,-1.565190366450947557e-01,5.759275046967156086e-01
9.030000000000000249e-01,-1.559394878453026489e-01,5.761108246245272291e-01
9.040000000000000258e-01,-1.553704959703100796e-01,5.762900456802669824e-01
9.050000000000000266e-01,-1.548120849239467134e-01,5.764652028366585856e-01
9.060000000000000275e-01,-1.542642779439883927e-01,5.766363305240513881e-01
9.070000000000000284e-01,-1.537270976051120230e-01,5.768034626243780938e-01
9.080000000000000293e-01,-1.532005658221970434e-01,5.769666324654624256e-01
9.090000000000000302e-01,-1.526847038530000922e-01,5.771258728150845396e-01
9.100000000000000311e-01,-1.521795323014665247e-01,5.772812158754261347e-01
9.110000000000000320e-01,-1.516850711205436353e-01,5.774326932779039190e-01
9.120000000000000329e-01,-1.512013396153435718e-01,5.775803360774187656e-01
9.130000000000000338e-01,-1.507283564456613489e-01,5.777241747477843692e-01
9.140000000000000346e-01,-1.502661396292552798e-01,5.778642391761946717e-01
9.150000000000000355e-01,-1.498147065443595216e-01,5.780005586588448097e-01
9.160000000000000364e-01,-1.493642754904775105e-01,5.781365694852116377e-01
9.170000000000000373e-01,-1.489182467138057686e-01,5.782711212690929692e-01
9.180000000000000382e-01,-1.484829925849624754e-01,5.784020078170599710e-01
9.190000000000000391e-01,-1.480586660002913835e-01,5.785292014148464279e-01
9.200000000000000400e-01,-1.476453610909101988e-01,5.786526967308062153e-01
9.210000000000000409e-01,-1.472431370049436528e-01,5.787725017591491827e-01
9.220000000000000417e-01,-1.468520317596304914e-01,5.788886324067699096e-01
9.230000000000000426e-01,-1.464720704226767922e-01,5.790011091667290888e-01
9.240000000000000435e-01,-1.461032699468219065e-01,5.791099550474939628e-01
9.250000000000000444e-01,-1.457456420338498482e-01,5.792151942682013388e-01
9.260000000000000453e-01,-1.453991948399127321e-01,5.793168514321644924e-01
9.270000000000000462e-01,-1.450639340025627333e-01,5.794149510056570973e-01
9.280000000000000471e-01,-1.447398632709153143e-01,5.795095169963604409e-01
9.290000000000000480e-01,-1.444269849052366439e-01,5.796005727656929896e-01
9.300000000000000488e-01,-1.441252999411950508e-01,5.796881409309478927e-01
9.310000000000000497e-01,-1.438348083753752116e-01,5.797722433284769883e-01
9.320000000000000506e-01,-1.435555093030474738e-01,5.798529010161115327e-01
9.330000000000000515e-01,-1.432874010265315634e-01,5.799301343004124032e-01
9.340000000000000524e-01,-1.430304811437154988e-01,5.800039627771049755e-01
9.350000000000000533e-01,-1.427847466225985462e-01,5.800744053764657071e-01
9.360000000000000542e-01,-1.425501938645009625e-01,5.801414804082738463e-01
9.370000000000000551e-01,-1.423268187578961563e-01,5.802052056021731463e-01
9.380000000000000560e-01,-1.421146167240225910e-01,5.802655981410782537e-01
9.390000000000000568e-01,-1.419135827550900009e-01,5.803226746868205277e-01
9.400000000000000577e-01,-1.417237114457650937e-01,5.803764513973639350e-01
9.410000000000000586e-01,-1.415449970189390505e-01,5.804269439365532524e-01
9.420000000000000595e-01,-1.413774333461181310e-01,5.804741674766948911e-01
9.430000000000000604e-01,-1.412210139635504402e-01,5.805181366956341238e-01
9.440000000000000613e-01,-1.410757320843994966e-01,5.805588657690864407e-01
9.450000000000000622e-01,-1.409415806077152500e-01,5.805963683595631863e-01
9.460000000000000631e-01,-1.408185521248205563e-01,5.806306576030452193e-01
9.470000000000000639e-01,-1.407066389234503112e-01,5.806617460941629894e-01
9.480000000000000648e-01,-1.406058329899755877e-01,5.806896458706163333e-01
9.490000000000000657e-01,-1.405161260102216758e-01,5.807143683975045656e-01
9.500000000000000666e-01,-1.404375093689311516e-01,5.807359245518669555e-01
9.510000000000000675e-01,-1.403699741481899410e-01,5.807543246076807275e-01
9.520000000000000684e-01,-1.403135111247726940e-01,5.807695782214816749e-01
9.530000000000000693e-01,-1.402681107668625471e-01,5.807816944186087182e-01
9.540000000000000702e-01,-1.402337632297470105e-01,5.807906815800647493e-01
9.550000000000000711e-01,-1.402104583510362934e-01,5.807965474299112696e-01
9.560000000000000719e-01,-1.401981856450505437e-01,5.807992990231969355e-01
9.570000000000000728e-01,-1.401969342967315790e-01,5.807989427342556965e-01
9.580000000000000737e-01,-1.402066931550139117e-01,5.807954842453244559e-01
9.590000000000000746e-01,-1.402274507256154323e-01,5.807889285356186981e-01
9.599999999999999645e-01,-1.402591951635288603e-01,5.807792798705686543e-01
9.609999999999999654e-01,-1.403019142650916984e-01,5.807665417915068851e-01
9.619999999999999662e-01,-1.403555954597541233e-01,5.807507171055854567e-01
9.629999999999999671e-01,-1.404202258016742921e-01,5.807318078762733204e-01
9.639999999999999680e-01,-1.404957919611931894e-01,5.807098154143575108e-01
9.649999999999999689e-01,-1.405822802161650897e-01,5.806847402692605353e-01
9.659999999999999698e-01,-1.406796764433460023e-01,5.806565822214161399e-01
9.669999999999999707e-01,-1.407879661098527524e-01,5.806253402751975212e-01
9.679999999999999716e-01,-1.409071342647122416e-01,5.805910126526966364e-01
9.689999999999999725e-01,-1.410371655306250638e-01,5.805535967884779547e-01
9.699999999999999734e-01,-1.411780440960137828e-01,5.805130893253924729e-01
9.709999999999999742e-01,-1.413297537071641630e-01,5.804694861112971171e-01
9.719999999999999751e-01,-1.414922776610804955e-01,5.804227821972098855e-01
9.729999999999999760e-01,-1.416655987981950970e-01,5.803729718361687606e-01
9.739999999999999769e-01,-1.418496994958349244e-01,5.803200484836523732e-01
9.749999999999999778e-01,-1.420445616619768758e-01,5.802640047991338701e-01
9.759999999999999787e-01,-1.422501667292912220e-01,5.802048326485870211e-01
9.769999999999999796e-01,-1.424664956498733481e-01,5.801425231085645118e-01
9.779999999999999805e-01,-1.426935288900575693e-01,5.800770664710945823e-01
9.789999999999999813e-01,-1.429312464259956394e-01,5.800084522499872053e-01
9.799999999999999822e-01,-1.431796277394619399e-01,5.799366691881484570e-01
9.809999999999999831e-01,-1.434386518140443045e-01,5.798617052660699489e-01
9.819999999999999840e-01,-1.437082971318776325e-01,5.797835477110677704e-01
9.829999999999999849e-01,-1.439885416706878640e-01,5.797021830080105742e-01
9.839999999999999858e-01,-1.442793629011444867e-01,5.796175969104526704e-01
9.849999999999999867e-01,-1.445807377847818653e-01,5.795297744530272244e-01
9.859999999999999876e-01,-1.448926427719330889e-01,5.794386999645586567e-01
9.869999999999999885e-01,-1.452150538002387470e-01,5.793443570813944232e-01
9.879999999999999893e-01,-1.455479462933529089e-01,5.792467287628325634e-01
9.889999999999999902e-01,-1.458912951597260699e-01,5.791457973046036933e-01
9.899999999999999911e-01,-1.462450744208126374e-01,5.790415444854901672e-01
9.909999999999999920e-01,-1.466092539641147274e-01,5.789339526987099527e-01
9.919999999999999929e-01,-1.469838103978854393e-01,5.788230012005313174e-01
9.929999999999999938e-01,-1.473687170430653115e-01,5.787086696344736492e-01
9.939999999999999947e-01,-1.477639464879385300e-01,5.785909371393465062e-01
9.949999999999999956e-01,-1.481694706933089078e-01,5.784697823278516227e-01
9.959999999999999964e-01,-1.485852610377618455e-01,5.783451832877215537e-01
9.969999999999999973e-01,-1.490112883443202862e-01,5.782171175898552784e-01
9.979999999999999982e-01,-1.494475228967283853e-01,5.780855623000695775e-01
9.989999999999999991e-01,-1.498939344485397118e-01,5.779504939931759955e-01
1.000000000000000000e+00,-1.503504922287633994e-01,5.778118887679091209e-01
1.001000000000000112e+00,-1.508171649452090257e-01,5.776697222627689143e-01
1.002000000000000002e+00,-1.512939207861003776e-01,5.775239696718452720e-01
1.003000000000000114e+00,-1.517807274211669388e-01,5.773746057605271265e-01
1.004000000000000004e+00,-1.522775520019113427e-01,5.772216048811874556e-01
1.005000000000000115e+00,-1.527843611614468355e-01,5.770649409881665193e-01
1.006000000000000005e+00,-1.533011210141977942e-01,5.769045876527021388e-01
1.007000000000000117e+00,-1.538277971551111345e-01,5.767405180771455475e-01
1.008000000000000007e+00,-1.543643546588412407e-01,5.765727051086044774e-01
1.009000000000000119e+00,-1.549107580784666316e-01,5.764011212521933381e-01
1.010000000000000009e+00,-1.554669714442066808e-01,5.762257386836511230e-01
1.011000000000000121e+00,-1.560329582618106004e-01,5.760465292612830801e-01
1.012000000000000011e+00,-1.566086815107768093e-01,5.758634645374831607e-01
1.013000000000000123e+00,-1.571941036423376847e-01,5.756765157695096224e-01
1.014000000000000012e+00,-1.577891865772988456e-01,5.754856539298007778e-01
1.015000000000000124e+00,-1.583938917035914995e-01,5.752908497156359324e-01
1.016000000000000014e+00,-1.590081798737534857e-01,5.750920735583250343e-01
1.017000000000000126e+00,-1.596320114021261283e-01,5.748892956317768199e-01
1.018000000000000016e+00,-1.602653460619623549e-01,5.746824858605855679e-01
1.019000000000000128e+00,-1.609081430823283143e-01,5.744716139276834221e-01
1.020000000000000018e+00,-1.615603611448542254e-01,5.742566492814260570e-01
1.021000000000000130e+00,-1.622219583804123677e-01,5.740375611423279567e-01
1.022000000000000020e+00,-1.628928923656331740e-01,5.738143185093588228e-01
1.023000000000000131e+00,-1.635731201193201256e-01,5.735868901659132435e-01
1.024000000000000021e+00,-1.642625980988221823e-01,5.733552446854026652e-01
1.024999999999999911e+00,-1.649612821963304388e-01,5.731193504366434155e-01
1.026000000000000023e+00,-1.656691277351187985e-01,5.728791755889186543e-01
1.026999999999999913e+00,-1.663860894657989142e-01,5.726346881168874470e-01
1.028000000000000025e+00,-1.671121215625558376e-01,5.723858558053844803e-01
1.028999999999999915e+00,-1.678471776194324083e-01,5.721326462539652047e-01
1.030000000000000027e+00,-1.685912106466189442e-01,5.718750268815544491e-01
1.030999999999999917e+00,-1.693441730668733269e-01,5.716129649309535932e-01
1.032000000000000028e+00,-1.701060167119962108e-01,5.713464274734119108e-01
1.032999999999999918e+00,-1.708766928194070944e-01,5.710753814132465411e-01
1.034000000000000030e+00,-1.716561520289137110e-01,5.707997934925904682e-01
1.034999999999999920e+00,-1.724443443795818931e-01,5.705196302962165511e-01
1.036000000000000032e+00,-1.732412193068308404e-01,5.702348582566511004e-01
1.036999999999999922e+00,-1.740467256396724671e-01,5.699454436593733853e-01
1.038000000000000034e+00,-1.748608115982335509e-01,5.696513526483421019e-01
1.038999999999999924e+00,-1.756834247914612068e-01,5.693525512318204918e-01
1.040000000000000036e+00,-1.765145122151087764e-01,5.690490052884062955e-01
1.040999999999999925e+00,-1.773540202499557794e-01,5.687406805734935844e-01
1.042000000000000037e+00,-1.782018946603677323e-01,5.684275427260496727e-01
1.042999999999999927e+00,-1.790580805930771791e-01,5.681095572757584033e-01
1.044000000000000039e+00,-1.799225225763214919e-01,5.677866896505449068e-01
1.044999999999999929e+00,-1.807951645192708290e-01,5.674589051845533305e-01
1.046000000000000041e+00,-1.816759497117796385e-01,5.671261691264635196e-01
1.046999999999999931e+00,-1.825648208244732007e-01,5.667884466482924211e-01
1.048000000000000043e+00,-1.834617199091478634e-01,5.664457028545741846e-01
1.048999999999999932e+00,-1.843665883995244670e-01,5.660979027919972317e-01
1.050000000000000044e+00,-1.852793671123214581e-01,5.657450114594306800e-01
1.050999999999999934e+00,-1.861999962486718951e-01,5.653869938184005184e-01
1.052000000000000046e+00,-1.871284153958611696e-01,5.650238148039479213e-01
1.052999999999999936e+00,-1.880645635294044826e-01,5.646554393359033419e-01
1.054000000000000048e+00,-1.890083790154442611e-01,5.642818323305502926e-01
1.054999999999999938e+00,-1.899597996134361200e-01,5.639029587126244136e-01
1.056000000000000050e+00,-1.909187624791849891e-01,5.635187834277229912e-01
1.056999999999999940e+00,-1.918852041681478049e-01,5.631292714549980261e-01
1.058000000000000052e+00,-1.928590606390331030e-01,5.627343878201951366e-01
1.058999999999999941e+00,-1.938402672576514663e-01,5.623340976089399312e-01
1.060000000000000053e+00,-1.948287588010660376e-01,5.619283659803606668e-01
1.060999999999999943e+00,-1.958244694619596382e-01,5.615171581808873214e-01
1.062000000000000055e+00,-1.968273328532313127e-01,5.611004395582892545e-01
1.062999999999999945e+00,-1.978372820128145027e-01,5.606781755758920571e-01
1.064000000000000057e+00,-1.988542494087131574e-01,5.602503318269829169e-01
1.064999999999999947e+00,-1.998781669441733744e-01,5.598168740493136841e-01
1.066000000000000059e+00,-2.009089659630707569e-01,5.593777681397195112e-01
1.066999999999999948e+00,-2.019465772553897254e-01,5.589329801688158739e-01
1.068000000000000060e+00,-2.029909310629041119e-01,5.584824763957607630e-01
1.068999999999999950e+00,-2.040419570848936714e-01,5.580262232830008884e-01
1.070000000000000062e+00,-2.050995844840011184e-01,5.575641875110491918e-01
1.070999999999999952e+00,-2.061637418921696552e-01,5.570963359932213921e-01
1.072000000000000064e+00,-2.072343574166194968e-01,5.566226358903085814e-01
1.072999999999999954e+00,-2.083113586458882893e-01,5.561430546251886486e-01
1.074000000000000066e+00,-2.093946726558883753e-01,5.556575598973155783e-01
1.074999999999999956e+00,-2.104842260160067480e-01,5.551661196971158230e-01
1.076000000000000068e+00,-2.115799447951746959e-01,5.546687023202245825e-01
1.076999999999999957e+00,-2.126817545679626775e-01,5.541652763815665406e-01
1.078000000000000069e+00,-2.137895804206355332e-01,5.536558108292781721e-01
1.078999999999999959e+00,-2.149033469571656196e-01,5.531402749583997913e-01
1.080000000000000071e+00,-2.160229783052611818e-01,5.526186384244438088e-01
1.080999999999999961e+00,-2.171483981222650517e-01,5.520908712566483523e-01
1.082000000000000073e+00,-2.182795296010862640e-01,5.515569438711096506e-01
1.082999999999999963e+00,-2.194162954760057738e-01,5.510168270836039994e-01
1.084000000000000075e+00,-2.205586180284594133e-01,5.504704921222305369e-01
1.084999999999999964e+00,-2.217064190927456324e-01,5.499179106397902306e-01
1.086000000000000076e+00,-2.228596200616614342e-01,5.493590547259172840e-01
1.086999999999999966e+00,-2.240181418920787204e-01,5.487938969189845029e-01
1.088000000000000078e+00,-2.251819051104629321e-01,5.482224102177615244e-01
1.088999999999999968e+00,-2.263508298183183887e-01,5.476445680928265780e-01
1.090000000000000080e+00,-2.275248356975869413e-01,5.470603444977446550e-01
1.090999999999999970e+00,-2.287038420159960839e-01,5.464697138800291842e-01
1.092000000000000082e+00,-2.298877676323501928e-01,5.458726511918439162e-01
1.092999999999999972e+00,-2.310765310018088048e-01,5.452691319005371628e-01
1.094000000000000083e+00,-2.322700501811090223e-01,5.446591319989020352e-01
1.094999999999999973e+00,-2.334682428337911952e-01,5.440426280152976801e-01
1.096000000000000085e+00,-2.346710262354076704e-01,5.434195970235340400e-01
1.096999999999999975e+00,-2.358783172787424776e-01,5.427900166526036241e-01
1.098000000000000087e+00,-2.370900324790286284e-01,5.421538650962115513e-01
1.098999999999999977e+00,-2.383060879792218423e-01,5.415111211221825815e-01
1.100000000000000089e+00,-2.395263995552865954e-01,5.408617640816800742e-01
1.100999999999999979e+00,-2.407508826215571940e-01,5.402057739183232510e-01
1.102000000000000091e+00,-2.419794522361637390e-01,5.395431311771530236e-01
1.102999999999999980e+00,-2.432120231065270644e-01,5.388738170134979022e-01
1.104000000000000092e+00,-2.444485095949664732e-01,5.381978132017160021e-01
1.104999999999999982e+00,-2.456888257244084772e-01,5.375151021438739907e-01
1.106000000000000094e+00,-2.469328851842139405e-01,5.368256668783101260e-01
1.106999999999999984e+00,-2.481806013361560204e-01,5.361294910881542197e-01
1.108000000000000096e+00,-2.494318872205373294e-01,5.354265591097633337e-01
1.108999999999999986e+00,-2.506866555624587267e-01,5.347168559410988564e-01
1.110000000000000098e+00,-2.519448187782927229e-01,5.340003672500832632e-01
1.110999999999999988e+00,-2.532062889823007423e-01,5.332770793828830458e-01
1.112000000000000099e+00,-2.544709779934860583e-01,5.325469793721806511e-01
1.112999999999999989e+00,-2.557387973426148431e-01,5.318100549454042314e-01
1.114000000000000101e+00,-2.570096582794768603e-01,5.310662945329398532e-01
1.114999999999999991e+00,-2.582834717803557112e-01,5.303156872763179486e-01
1.116000000000000103e+00,-2.595601485557324506e-01,5.295582230363919951e-01
1.116999999999999993e+00,-2.608395990582100255e-01,5.287938924014800035e-01
1.118000000000000105e+00,-2.621217334906994489e-01,5.280226866955131104e-01
1.118999999999999995e+00,-2.634064618148199699e-01,5.272445979861470899e-01
1.120000000000000107e+00,-2.646936937595741335e-01,5.264596190928791941e-01
1.120999999999999996e+00,-2.659833388302350610e-01,5.256677435951142563e-01
1.122000000000000108e+00,-2.672753063175111188e-01,5.248689658402453384e-01
1.122999999999999998e+00,-2.685695053069419025e-01,5.240632809516795332e-01
1.124000000000000110e+00,-2.698658446885295326e-01,5.232506848368396746e-01
1.125000000000000000e+00,-2.711642331666275774e-01,5.224311741951495058e-01
1.126000000000000112e+00,-2.724645792700577385e-01,5.216047465259402438e-01
1.127000000000000002e+00,-2.737667913624552973e-01,5.207714001363565881e-01
1.128000000000000114e+00,-2.750707776528426018e-01,5.199311341491518190e-01
1.129000000000000004e+00,-2.763764462064275396e-01,5.190839485104787876e-01
1.130000000000000115e+00,-2.776837049556026282e-01,5.182298439975598914e-01
1.131000000000000005e+00,-2.789924617111507743e-01,5.173688222263126413e-01
1.132000000000000117e+00,-2.803026241736473745e-01,5.165008856588695352e-01
1.133000000000000007e+00,-2.816140999450444382e-01,5.156260376110091137e-01
1.134000000000000119e+00,-2.829267965404191343e-01,5.147442822594756606e-01
1.135000000000000009e+00,-2.842406213999006948e-01,5.138556246491916557e-01
1.136000000000000121e+00,-2.855554819007365408e-01,5.129600707003456606e-01
1.137000000000000011e+00,-2.868712853694957987e-01,5.120576272153373187e-01
1.138000000000000123e+00,-2.881879390944111496e-01,5.111483018855913496e-01
1.139000000000000012e+00,-2.895053503378289816e-01,5.102321032982221061e-01
1.140000000000000124e+00,-2.908234263487654570e-01,5.093090409425276022e-01
1.141000000000000014e+00,-2.921420743755450689e-01,5.083791252163247787e-01
1.142000000000000126e+00,-2.934612016785437261e-01,5.074423674321103528e-01
1.143000000000000016e+00,-2.947807155429664761e-01,5.064987798230300431e-01
1.144000000000000128e+00,-2.961005232917036656e-01,5.055483755486585018e-01
1.145000000000000018e+00,-2.974205322982323985e-01,5.045911687005930624e-01
1.146000000000000130e+00,-2.987406499995396425e-01,5.036271743078223340e-01
1.147000000000000020e+00,-3.000607839090770335e-01,5.026564083419019502e-01
1.148000000000000131e+00,-3.013808416297349968e-01,5.016788877219048315e-01
1.149000000000000021e+00,-3.027007308668061558e-01,5.006946303191526226e-01
1.150000000000000133e+00,-3.040203594409596755e-01,4.997036549617123735e-01
1.151000000000000023e+00,-3.053396353012006181e-01,4.987059814386872736e-01
1.152000000000000135e+00,-3.066584665377959373e-01,4.977016305042359923e-01
1.153000000000000025e+00,-3.079767613951952532e-01,4.966906238813895702e-01
1.153999999999999915e+00,-3.092944282848989479e-01,4.956729842656061313e-01
1.155000000000000027e+00,-3.106113757983030021e-01,4.946487353280915045e-01
1.155999999999999917e+00,-3.119275127194901520e-01,4.936179017188824236e-01
1.157000000000000028e+00,-3.132427480379803564e-01,4.925805090696659949e-01
1.157999999999999918e+00,-3.145569909614313042e-01,4.915365839963726780e-01
1.159000000000000030e+00,-3.158701509282768605e-01,4.904861541015126392e-01
1.159999999999999920e+00,-3.171821376203262099e-01,4.894292479762678005e-01
1.161000000000000032e+00,-3.184928609752885054e-01,4.883658952023305355e-01
1.161999999999999922e+00,-3.198022311992598787e-01,4.872961263535158238e-01
1.163000000000000034e+00,-3.211101587791403977e-01,4.862199729971075080e-01
1.163999999999999924e+00,-3.224165544949889051e-01,4.851374676949671283e-01
1.165000000000000036e+00,-3.237213294323524337e-01,4.840486440044129424e-01
1.165999999999999925e+00,-3.250243949945016420e-01,4.829535364788406504e-01
1.167000000000000037e+00,-3.263256629146454313e-01,4.818521806681145270e-01
1.167999999999999927e+00,-3.276250452680758984e-01,4.807446131187196325e-01
