0,0.000000,0.219472,0.176389,0.165765,0.258659,0.350848,0.056395,0.217883,0.055194,0.174709,0.238383,0.300733,0.125746,0.183679,0.263936,0.151341
1,0.005000,0.219468,0.176388,0.165779,0.258663,0.350849,0.056399,0.217883,0.055192,0.174713,0.238369,0.300745,0.125750,0.183677,0.263937,0.151342
2,0.010000,0.219472,0.176391,0.165768,0.258664,0.350848,0.056398,0.217881,0.055194,0.174711,0.238379,0.300733,0.125745,0.183676,0.263937,0.151341
3,0.015000,0.219471,0.176389,0.165766,0.258666,0.350848,0.056400,0.217883,0.055192,0.174708,0.238367,0.300746,0.125750,0.183676,0.263936,0.151341
4,0.020000,0.219470,0.176385,0.165774,0.258668,0.350849,0.056400,0.217882,0.055191,0.174708,0.238377,0.300734,0.125745,0.183675,0.263936,0.151339
5,0.025000,0.219475,0.176391,0.165766,0.258670,0.350850,0.056404,0.217883,0.055192,0.174709,0.238366,0.300745,0.125752,0.183674,0.263934,0.151339
6,0.030000,0.219470,0.176389,0.165776,0.258670,0.350850,0.056403,0.217884,0.055191,0.174703,0.238376,0.300735,0.125746,0.183675,0.263935,0.151336
7,0.035000,0.219474,0.176389,0.165768,0.258668,0.350849,0.056403,0.217882,0.055190,0.174709,0.238364,0.300747,0.125753,0.183673,0.263935,0.151340
8,0.040000,0.219471,0.176386,0.165778,0.258667,0.350852,0.056406,0.217881,0.055191,0.174708,0.238366,0.300747,0.125752,0.183669,0.263920,0.151339
9,0.045000,0.219474,0.176389,0.165766,0.258667,0.350853,0.056405,0.217883,0.055190,0.174704,0.238377,0.300735,0.125747,0.183669,0.263919,0.151339
10,0.050000,0.219471,0.176389,0.165776,0.258667,0.350854,0.056405,0.217882,0.055192,0.174709,0.238363,0.300746,0.125751,0.183673,0.263935,0.151338
11,0.055000,0.219476,0.176391,0.165765,0.258663,0.350856,0.056405,0.217881,0.055196,0.174711,0.238377,0.300736,0.125748,0.183676,0.263934,0.151339
12,0.060000,0.219472,0.176388,0.165779,0.258661,0.350859,0.056408,0.217883,0.055194,0.174705,0.238376,0.300739,0.125745,0.183677,0.263936,0.151341
13,0.065000,0.219472,0.176387,0.165777,0.258662,0.350861,0.056408,0.217882,0.055191,0.174708,0.238380,0.300734,0.125746,0.183680,0.263935,0.151342
14,0.070000,0.219474,0.176388,0.165778,0.258660,0.350862,0.056408,0.217879,0.055195,0.174709,0.238380,0.300735,0.125745,0.183681,0.263937,0.151343
15,0.075000,0.219475,0.176388,0.165778,0.258649,0.350862,0.056401,0.217883,0.055194,0.174707,0.238372,0.300746,0.125753,0.183682,0.263938,0.151347
16,0.080000,0.219478,0.176388,0.165766,0.258655,0.350877,0.056419,0.217883,0.055194,0.174707,0.238372,0.300748,0.125752,0.183680,0.263922,0.151348
17,0.085000,0.219475,0.176386,0.165774,0.258644,0.350866,0.056403,0.217881,0.055194,0.174708,0.238386,0.300735,0.125747,0.183686,0.263938,0.151348
18,0.090000,0.219474,0.176387,0.165772,0.258641,0.350866,0.056400,0.217881,0.055195,0.174702,0.238387,0.300735,0.125747,0.183688,0.263937,0.151349
19,0.095000,0.219478,0.176385,0.165761,0.258638,0.350874,0.056405,0.217878,0.055195,0.174705,0.238388,0.300735,0.125748,0.183690,0.263940,0.151349
20,0.100000,0.219474,0.176384,0.165774,0.258634,0.350875,0.056402,0.217878,0.055195,0.174705,0.238390,0.300735,0.125747,0.183688,0.263941,0.151351
21,0.105000,0.219474,0.176385,0.165772,0.258632,0.350881,0.056409,0.217879,0.055195,0.174704,0.238380,0.300759,0.125744,0.183692,0.263941,0.151351
22,0.110000,0.219473,0.176385,0.165773,0.258628,0.350869,0.056394,0.217876,0.055195,0.174708,0.238392,0.300735,0.125746,0.183691,0.263943,0.151354
23,0.115000,0.219472,0.176388,0.165775,0.258625,0.350876,0.056400,0.217879,0.055196,0.174705,0.238393,0.300735,0.125747,0.183692,0.263943,0.151352
24,0.120000,0.219473,0.176386,0.165773,0.258624,0.350888,0.056410,0.217877,0.055196,0.174706,0.238394,0.300736,0.125748,0.183693,0.263944,0.151354
