t,x,y,z
1.050000000000000044e+00,-2.291057815880621906e-01,-2.291057815880618298e-01,4.938752635036142702e-01
1.050999999999999934e+00,-2.303458851628928383e-01,-2.303458851628925053e-01,4.925521246700401701e-01
1.052000000000000046e+00,-2.315865088809282712e-01,-2.315865088809279382e-01,4.912169117648407246e-01
1.052999999999999936e+00,-2.328275318659339954e-01,-2.328275318659337179e-01,4.898696310984270719e-01
1.054000000000000048e+00,-2.340688331877587847e-01,-2.340688331877585071e-01,4.885102908791557619e-01
1.054999999999999938e+00,-2.353102918818619771e-01,-2.353102918818617273e-01,4.871389012254117579e-01
1.056000000000000050e+00,-2.365517869689847397e-01,-2.365517869689844344e-01,4.857554741771983875e-01
1.056999999999999940e+00,-2.377931974749517008e-01,-2.377931974749515898e-01,4.843600237072351877e-01
1.058000000000000052e+00,-2.390344024505925424e-01,-2.390344024505922926e-01,4.829525657315751896e-01
1.058999999999999941e+00,-2.402752809917657884e-01,-2.402752809917656496e-01,4.815331181197472499e-01
1.060000000000000053e+00,-2.415157122595131545e-01,-2.415157122595129879e-01,4.801017007043848484e-01
1.060999999999999943e+00,-2.427555755003078242e-01,-2.427555755003077131e-01,4.786583352903707733e-01
1.062000000000000055e+00,-2.439947500663977864e-01,-2.439947500663976476e-01,4.772030456634969164e-01
1.062999999999999945e+00,-2.452331154362514809e-01,-2.452331154362512866e-01,4.757358575986120330e-01
1.064000000000000057e+00,-2.464705512350909566e-01,-2.464705512350907901e-01,4.742567988672735102e-01
1.064999999999999947e+00,-2.477069372555023852e-01,-2.477069372555023019e-01,4.727658992449031428e-01
1.066000000000000059e+00,-2.489421534781328382e-01,-2.489421534781326717e-01,4.712631905174295421e-01
1.066999999999999948e+00,-2.501760800924395234e-01,-2.501760800924392458e-01,4.697487064874540930e-01
1.068000000000000060e+00,-2.514085975175371357e-01,-2.514085975175368581e-01,4.682224829798636301e-01
1.068999999999999950e+00,-2.526395864230756017e-01,-2.526395864230752686e-01,4.666845578469845934e-01
1.070000000000000062e+00,-2.538689277501894881e-01,-2.538689277501892105e-01,4.651349709731997795e-01
1.070999999999999952e+00,-2.550965027324921808e-01,-2.550965027324918477e-01,4.635737642790689894e-01
1.072000000000000064e+00,-2.563221929171148328e-01,-2.563221929171144442e-01,4.620009817249360329e-01
1.072999999999999954e+00,-2.575458801857845037e-01,-2.575458801857841151e-01,4.604166693140255839e-01
1.074000000000000066e+00,-2.587674467759311092e-01,-2.587674467759308872e-01,4.588208750950353854e-01
1.074999999999999956e+00,-2.599867753018303418e-01,-2.599867753018301197e-01,4.572136491642052047e-01
1.076000000000000068e+00,-2.612037487757605803e-01,-2.612037487757602472e-01,4.555950436668846359e-01
1.076999999999999957e+00,-2.624182506291775629e-01,-2.624182506291772299e-01,4.539651127985862011e-01
1.078000000000000069e+00,-2.636301647339017173e-01,-2.636301647339013843e-01,4.523239128055286384e-01
1.078999999999999959e+00,-2.648393754233088204e-01,-2.648393754233085429e-01,4.506715019846630477e-01
1.080000000000000071e+00,-2.660457675135247668e-01,-2.660457675135244893e-01,4.490079406831872233e-01
1.080999999999999961e+00,-2.672492263246014632e-01,-2.672492263246012967e-01,4.473332912975643283e-01
1.082000000000000073e+00,-2.684496377016996616e-01,-2.684496377016994395e-01,4.456476182720016110e-01
1.082999999999999963e+00,-2.696468880362369314e-01,-2.696468880362367648e-01,4.439509880964478961e-01
1.084000000000000075e+00,-2.708408642870246963e-01,-2.708408642870246408e-01,4.422434693040598330e-01
1.084999999999999964e+00,-2.720314540013696325e-01,-2.720314540013694105e-01,4.405251324681704328e-01
1.086000000000000076e+00,-2.732185453361433147e-01,-2.732185453361430927e-01,4.387960501987460682e-01
1.086999999999999966e+00,-2.744020270788150029e-01,-2.744020270788147808e-01,4.370562971383276651e-01
1.088000000000000078e+00,-2.755817886684352458e-01,-2.755817886684350237e-01,4.353059499574766233e-01
1.088999999999999968e+00,-2.767577202165652506e-01,-2.767577202165650840e-01,4.335450873497138646e-01
1.090000000000000080e+00,-2.779297125281599556e-01,-2.779297125281599556e-01,4.317737900259416284e-01
1.090999999999999970e+00,-2.790976571223798830e-01,-2.790976571223798830e-01,4.299921407083742708e-01
1.092000000000000082e+00,-2.802614462533364881e-01,-2.802614462533365436e-01,4.282002241239656337e-01
1.092999999999999972e+00,-2.814209729307702856e-01,-2.814209729307703411e-01,4.263981269973236565e-01
1.094000000000000083e+00,-2.825761309406399913e-01,-2.825761309406401023e-01,4.245859380431447061e-01
1.094999999999999973e+00,-2.837268148656360012e-01,-2.837268148656360012e-01,4.227637479581343172e-01
1.096000000000000085e+00,-2.848729201055942850e-01,-2.848729201055943960e-01,4.209316494124460406e-01
1.096999999999999975e+00,-2.860143428978290103e-01,-2.860143428978290658e-01,4.190897370406018729e-01
1.098000000000000087e+00,-2.871509803373407665e-01,-2.871509803373407665e-01,4.172381074319621019e-01
1.098999999999999977e+00,-2.882827303969445754e-01,-2.882827303969446864e-01,4.153768591206548622e-01
1.100000000000000089e+00,-2.894094919472605110e-01,-2.894094919472607885e-01,4.135060925750638217e-01
1.100999999999999979e+00,-2.905311647766011807e-01,-2.905311647766012917e-01,4.116259101867989489e-01
1.102000000000000091e+00,-2.916476496107294758e-01,-2.916476496107297534e-01,4.097364162591978776e-01
1.102999999999999980e+00,-2.927588481324876479e-01,-2.927588481324878700e-01,4.078377169953432135e-01
1.104000000000000092e+00,-2.938646630012871075e-01,-2.938646630012874406e-01,4.059299204856066656e-01
1.104999999999999982e+00,-2.949649978724617760e-01,-2.949649978724622201e-01,4.040131366947123936e-01
1.106000000000000094e+00,-2.960597574164774426e-01,-2.960597574164779977e-01,4.020874774483166325e-01
1.106999999999999984e+00,-2.971488473379740869e-01,-2.971488473379746420e-01,4.001530564191532191e-01
1.108000000000000096e+00,-2.982321743946692583e-01,-2.982321743946700354e-01,3.982099891126668068e-01
1.108999999999999986e+00,-2.993096464160839298e-01,-2.993096464160847070e-01,3.962583928522168120e-01
1.110000000000000098e+00,-3.003811723221032626e-01,-3.003811723221039842e-01,3.942983867638039652e-01
1.110999999999999988e+00,-3.014466621413607883e-01,-3.014466621413615099e-01,3.923300917603536608e-01
1.112000000000000099e+00,-3.025060270294478437e-01,-3.025060270294487874e-01,3.903536305255200789e-01
1.112999999999999989e+00,-3.035591792869264394e-01,-3.035591792869271610e-01,3.883691274970752505e-01
1.114000000000000101e+00,-3.046060323771584977e-01,-3.046060323771593303e-01,3.863767088498202829e-01
1.114999999999999991e+00,-3.056465009439335301e-01,-3.056465009439342517e-01,3.843765024780766981e-01
1.116000000000000103e+00,-3.066805008288921996e-01,-3.066805008288930878e-01,3.823686379777271327e-01
1.116999999999999993e+00,-3.077079490887444368e-01,-3.077079490887450475e-01,3.803532466278242152e-01
1.118000000000000105e+00,-3.087287640122685639e-01,-3.087287640122693411e-01,3.783304613717737297e-01
1.118999999999999995e+00,-3.097428651370969233e-01,-3.097428651370975894e-01,3.763004167980797954e-01
